time,lat,lon
2010-10-11:12.00.00,12.7,145
2010-10-11:15.00.00,12.6475,144.662
2010-10-11:18.00.00,12.6,144.3
2010-10-11:21.00.00,12.5575,143.9
2010-10-12:00.00.00,12.5,143.5
2010-10-12:03.00.00,12.4074,143.143
2010-10-12:06.00.00,12.3,142.8
2010-10-12:09.00.00,12.185,142.435
2010-10-12:12.00.00,12.1,142.1
2010-10-12:15.00.00,12.1075,141.805
2010-10-12:18.00.00,12.1,141.6
2010-10-12:21.00.00,11.95,141.535
2010-10-13:00.00.00,11.8,141.457
2010-10-13:03.00.00,11.8145,141.306
2010-10-13:06.00.00,11.8462,141.154
2010-10-13:09.00.00,11.8569,141.018
2010-10-13:12.00.00,11.875,140.875
2010-10-13:15.00.00,11.9281,140.721
2010-10-13:18.00.00,12,140.525
2010-10-13:21.00.00,12.0469,140.274
2010-10-14:00.00.00,12.15,139.975
2010-10-14:03.00.00,12.3831,139.653
2010-10-14:06.00.00,12.65,139.3
2010-10-14:09.00.00,12.8319,138.923
2010-10-14:12.00.00,13.025,138.55
2010-10-14:15.00.00,13.2862,138.217
2010-10-14:18.00.00,13.6,137.9
2010-10-14:21.00.00,13.9624,137.579
2010-10-15:00.00.00,14.325,137.25
2010-10-15:03.00.00,14.6048,136.928
2010-10-15:06.00.00,14.9,136.55
2010-10-15:09.00.00,15.2843,136.075
2010-10-15:12.00.00,15.725,135.525
2010-10-15:15.00.00,16.2036,134.949
2010-10-15:18.00.00,16.675,134.325
2010-10-15:21.00.00,17.083,133.665
2010-10-16:00.00.00,17.45,132.975
2010-10-16:03.00.00,17.8267,132.275
2010-10-16:06.00.00,18.125,131.575
2010-10-16:09.00.00,18.2759,130.899
2010-10-16:12.00.00,18.375,130.225
2010-10-16:15.00.00,18.5561,129.525
2010-10-16:18.00.00,18.7,128.825
2010-10-16:21.00.00,18.7392,128.141
2010-10-17:00.00.00,18.7,127.475
2010-10-17:03.00.00,18.6317,126.819
2010-10-17:06.00.00,18.5,126.2
2010-10-17:09.00.00,18.3098,125.622
2010-10-17:12.00.00,18.075,125.1
2010-10-17:15.00.00,17.8041,124.639
2010-10-17:18.00.00,17.575,124.2
2010-10-17:21.00.00,17.4846,123.761
2010-10-18:00.00.00,17.425,123.25
2010-10-18:03.00.00,17.2902,122.585
2010-10-18:06.00.00,17.125,121.875
2010-10-18:09.00.00,16.9442,121.231
2010-10-18:12.00.00,16.775,120.625
2010-10-18:15.00.00,16.6476,120.008
2010-10-18:18.00.00,16.55,119.5
2010-10-18:21.00.00,16.4429,119.193
2010-10-19:00.00.00,16.4,118.975
2010-10-19:03.00.00,16.485,118.716
2010-10-19:06.00.00,16.6,118.45
2010-10-19:09.00.00,16.6213,118.144
2010-10-19:12.00.00,16.65,117.875
2010-10-19:15.00.00,16.7524,117.721
2010-10-19:18.00.00,16.9,117.6
2010-10-19:21.00.00,17.0563,117.406
2010-10-20:00.00.00,17.25,117.25
2010-10-20:03.00.00,17.4794,117.213
2010-10-20:06.00.00,17.75,117.225
2010-10-20:09.00.00,18.0644,117.199
2010-10-20:12.00.00,18.375,117.2
2010-10-20:15.00.00,18.6163,117.264
2010-10-20:18.00.00,18.85,117.35
2010-10-20:21.00.00,19.1394,117.414
2010-10-21:00.00.00,19.425,117.475
2010-10-21:03.00.00,19.6687,117.53
2010-10-21:06.00.00,19.875,117.6
2010-10-21:09.00.00,20.0431,117.709
2010-10-21:12.00.00,20.2,117.825
2010-10-21:15.00.00,20.38,117.913
2010-10-21:18.00.00,20.575,118
2010-10-21:21.00.00,20.7688,118.122
2010-10-22:00.00.00,21,118.225
2010-10-22:03.00.00,21.3012,118.267
2010-10-22:06.00.00,21.625,118.275
2010-10-22:09.00.00,21.9162,118.284
2010-10-22:12.00.00,22.2,118.275
2010-10-22:15.00.00,22.4819,118.252
2010-10-22:18.00.00,22.775,118.2
2010-10-22:21.00.00,23.0925,118.113
2010-10-23:00.00.00,23.425,118
2010-10-23:03.00.00,23.7832,117.856
2010-10-23:06.00.00,24.1,117.75
2010-10-23:09.00.00,24.3062,117.739
2010-10-23:12.00.00,24.475,117.8
2010-10-23:15.00.00,24.6819,117.894
2010-10-23:18.00.00,24.9,118.027
2010-10-23:21.00.00,25.094,118.193
2010-10-24:00.00.00,25.34,118.35
2010-10-24:03.00.00,25.7108,118.456
2010-10-24:06.00.00,26.1667,118.5
