time,lat,lon
2020-10-16:12.00.00,6,140.9
2020-10-16:15.00.00,6.5351,141.133
2020-10-16:18.00.00,7.1,141.4
2020-10-16:21.00.00,7.69472,141.665
2020-10-17:00.00.00,8.2,141.6
2020-10-17:03.00.00,8.46555,140.862
2020-10-17:06.00.00,8.7,139.9
2020-10-17:09.00.00,9.14232,139.198
2020-10-17:12.00.00,9.6,138.6
2020-10-17:15.00.00,9.93724,138.092
2020-10-17:18.00.00,10.2,137.6
2020-10-17:21.00.00,10.3842,137.112
2020-10-18:00.00.00,10.6,136.4
2020-10-18:03.00.00,10.9717,135.113
2020-10-18:06.00.00,11.4,133.9
2020-10-18:09.00.00,11.7684,133.519
2020-10-18:12.00.00,12.2,133.2
2020-10-18:15.00.00,12.8384,132.226
2020-10-18:18.00.00,13.34,130.94
2020-10-18:21.00.00,13.4673,130.084
2020-10-19:00.00.00,13.4875,129.4
2020-10-19:03.00.00,13.6589,128.786
2020-10-19:06.00.00,13.8727,128.2
2020-10-19:09.00.00,14.0324,127.645
2020-10-19:12.00.00,14.2333,127.1
2020-10-19:15.00.00,14.5631,126.551
2020-10-19:18.00.00,14.9333,125.967
2020-10-19:21.00.00,15.2874,125.32
2020-10-20:00.00.00,15.5667,124.633
2020-10-20:03.00.00,15.7323,123.95
2020-10-20:06.00.00,15.8667,123.3
2020-10-20:09.00.00,15.8828,122.592
2020-10-20:12.00.00,15.9,122
2020-10-20:15.00.00,16.0442,121.076
2020-10-20:18.00.00,16.1333,120.1
2020-10-20:21.00.00,16.0877,119.456
2020-10-21:00.00.00,16,119.033
2020-10-21:03.00.00,16.0333,118.559
2020-10-21:06.00.00,16.1,118.133
2020-10-21:09.00.00,16.0141,117.828
2020-10-21:12.00.00,15.9667,117.467
2020-10-21:15.00.00,16.0051,117.078
2020-10-21:18.00.00,16.2333,116.767
2020-10-21:21.00.00,16.4857,116.592
2020-10-22:00.00.00,16.7667,116.467
2020-10-22:03.00.00,16.8817,116.259
2020-10-22:06.00.00,16.9667,116.1
2020-10-22:09.00.00,17.1092,116.031
2020-10-22:12.00.00,17.2667,115.933
2020-10-22:15.00.00,17.465,115.829
2020-10-22:18.00.00,17.6333,115.667
2020-10-22:21.00.00,17.6933,115.527
2020-10-23:00.00.00,17.7,115.367
2020-10-23:03.00.00,17.7858,115.122
2020-10-23:06.00.00,17.8667,114.867
2020-10-23:09.00.00,17.8741,114.688
2020-10-23:12.00.00,17.8667,114.4
2020-10-23:15.00.00,17.8641,114.127
2020-10-23:18.00.00,17.8667,113.867
2020-10-23:21.00.00,17.8958,113.598
2020-10-24:00.00.00,17.9,113.3
2020-10-24:03.00.00,17.7882,112.939
2020-10-24:06.00.00,17.6667,112.533
2020-10-24:09.00.00,17.6065,111.992
2020-10-24:12.00.00,17.5667,111.433
2020-10-24:15.00.00,17.5477,110.773
2020-10-24:18.00.00,17.5333,110.167
2020-10-24:21.00.00,17.5331,109.642
2020-10-25:00.00.00,17.5333,109.133
2020-10-25:03.00.00,17.5142,108.632
2020-10-25:06.00.00,17.5,108.273
2020-10-25:09.00.00,17.5088,107.915
2020-10-25:12.00.00,17.5571,107.686
2020-10-25:15.00.00,17.7,107.526
2020-10-25:18.00.00,17.9,107.3
2020-10-25:21.00.00,17.965,106.992
2020-10-26:00.00.00,18,106.7
2020-10-26:03.00.00,18.045,106.478
2020-10-26:06.00.00,18.1,106.3
