time,lat,lon
2017-10-31:00.00.00 ,11.05,127.3
2017-10-31:03.00.00 ,11.0315,126.615
2017-10-31:06.00.00 ,11.05,125.9
2017-10-31:09.00.00 ,11.1311,125.136
2017-10-31:12.00.00 ,11.25,124.35
2017-10-31:15.00.00 ,11.3713,123.534
2017-10-31:18.00.00 ,11.4556,122.711
2017-10-31:21.00.00 ,11.5538,122.066
2017-11-01:00.00.00 ,11.6083,121.467
2017-11-01:03.00.00 ,11.7009,120.929
2017-11-01:06.00.00 ,11.8133,120.42
2017-11-01:09.00.00 ,11.9183,119.773
2017-11-01:12.00.00 ,12.025,119.15
2017-11-01:15.00.00 ,12.1354,118.654
2017-11-01:18.00.00 ,12.25,118.225
2017-11-01:21.00.00,12.3674,117.812
2017-11-02:00.00.00 ,12.5,117.425
2017-11-02:03.00.00 ,12.6679,117.076
2017-11-02:06.00.00 ,12.825,116.675
2017-11-02:09.00.00 ,12.9594,116.132
2017-11-02:12.00.00 ,13,115.525
2017-11-02:15.00.00 ,12.865,114.917
2017-11-02:18.00.00 ,12.7,114.35
2017-11-02:21.00.00 ,12.6592,113.884
2017-11-03:00.00.00 ,12.675,113.475
2017-11-03:03.00.00 ,12.7048,113.088
2017-11-03:06.00.00 ,12.75,112.675
2017-11-03:09.00.00 ,12.7968,112.18
2017-11-03:12.00.00 ,12.825,111.625
2017-11-03:15.00.00 ,12.8224,111.044
2017-11-03:18.00.00 ,12.775,110.425
2017-11-03:21.00.00 ,12.6662,109.779
2017-11-04:00.00.00 ,12.55,109.125
2017-11-04:03.00.00 ,12.4829,108.509
2017-11-04:06.00.00 ,12.4467,107.867
2017-11-04:09.00.00 ,12.3927,107.136
2017-11-04:12.00.00 ,12.4455,106.436
2017-11-04:15.00.00 ,12.7448,105.91
2017-11-04:18.00.00 ,13.18,105.48
2017-11-04:21.00.00 ,13.6803,105.068
2017-11-05:00.00.00 ,14.1,104.6
