time,lat,lon
2015-09-30:00.00.00,11.9,130.3
2015-09-30:03.00.00,11.9726,129.762
2015-09-30:06.00.00,12.1,129.2
2015-09-30:09.00.00,12.32,128.6
2015-09-30:12.00.00,12.6,128
2015-09-30:15.00.00,12.8697,127.457
2015-09-30:18.00.00,13.0667,126.733
2015-09-30:21.00.00,13.5369,126.05
2015-10-01:00.00.00,14.01,125.36
2015-10-01:03.00.00,14.3491,124.635
2015-10-01:06.00.00,14.6385,123.915
2015-10-01:09.00.00,14.9526,123.297
2015-10-01:12.00.00,15.2333,122.693
2015-10-01:15.00.00,15.4643,122.025
2015-10-01:18.00.00,15.7,121.325
2015-10-01:21.00.00,15.9862,120.629
2015-10-02:00.00.00,16.25,119.975
2015-10-02:03.00.00,16.4159,119.408
2015-10-02:06.00.00,16.575,118.875
2015-10-02:09.00.00,16.7967,118.32
2015-10-02:12.00.00,17.075,117.75
2015-10-02:15.00.00,17.4081,117.148
2015-10-02:18.00.00,17.775,116.55
2015-10-02:21.00.00,18.1579,115.996
2015-10-03:00.00.00,18.5,115.45
2015-10-03:03.00.00,18.7237,114.865
2015-10-03:06.00.00,18.925,114.3
2015-10-03:09.00.00,19.2197,113.809
2015-10-03:12.00.00,19.5,113.325
2015-10-03:15.00.00,19.6589,112.756
2015-10-03:18.00.00,19.825,112.225
2015-10-03:21.00.00,20.0982,111.859
2015-10-04:00.00.00,20.45,111.5
2015-10-04:03.00.00,20.852,110.993
2015-10-04:06.00.00,21.225,110.45
2015-10-04:09.00.00,21.5371,110.009
2015-10-04:12.00.00,21.85,109.625
2015-10-04:15.00.00,22.2243,109.247
2015-10-04:18.00.00,22.6308,108.915
2015-10-04:21.00.00,23.0671,108.6
2015-10-05:00.00.00,23.5167,108.283
2015-10-05:03.00.00,24.0849,107.972
2015-10-05:06.00.00,24.4,107.7
