,mslp
0,100386.5
1,100333.875
2,100187.0625
3,100293.0625
4,100429.0
5,100382.0625
6,100185.3125
7,100151.0
8,100410.375
9,100486.8125
10,100289.9375
11,100283.625
12,100381.25
13,100259.875
14,99971.0
15,99982.8125
16,100004.375
17,99944.1875
18,99748.5
19,99708.9375
20,99830.1875
21,99755.0
22,99443.0
23,99310.0625
24,99325.6875
25,99262.3125
26,99090.25
27,98998.5
28,99142.375
29,99156.25
30,98918.875
31,98889.6875
32,99025.6875
33,99068.375
34,98925.75
35,98857.0
36,98986.3125
37,99049.375
38,98621.5625
39,98474.1875
40,98972.3125
41,99112.125
42,99042.0625
43,98982.375
44,99349.0625
45,99444.875
46,99204.5
47,99064.875
48,99362.75
49,99513.0625
50,99426.75
51,99403.0625
52,99694.0
53,99727.3125
54,99544.0
55,99499.5625
56,99791.25
57,99849.75
58,99734.0
59,99637.8125
60,99855.25
61,99865.75
62,99656.0625
63,99559.125
64,99761.0
65,99786.4375
66,99622.1875
67,99539.5
68,99801.5
69,99761.375
70,99554.75
71,99583.25
72,99853.5625
73,99676.4375
74,99543.5
75,99644.25
76,99826.9375
