,mslp
0,100155.8125
1,100223.5625
2,100230.125
3,100179.1875
4,100081.125
5,100076.25
6,100104.6875
7,100030.625
8,99924.3125
9,99895.5625
10,99911.375
11,99844.0
12,99675.4375
13,99662.0
14,99594.9375
15,99286.375
16,99100.9375
17,99070.8125
18,99066.8125
19,98929.4375
20,98762.0625
21,98582.4375
22,98385.5
23,98338.0625
24,98156.6875
25,98095.25
26,98238.3125
27,98108.875
28,97926.1875
29,97756.0625
30,97952.125
31,97917.25
32,97683.25
33,97750.25
34,98051.1875
35,97977.6875
36,97746.625
37,97829.75
38,98237.25
39,98571.1875
40,98718.5625
41,98836.125
42,99059.8125
43,99182.875
44,99126.625
45,99072.125
46,99217.6875
47,99352.25
48,99284.125
49,99328.125
50,99478.25
51,99567.0
52,99489.25
53,99486.0625
54,99633.25
55,99819.3125
56,99837.5625
57,99878.9375
58,100052.5
59,100126.625
60,100031.0625
61,99942.375
62,100109.3125
63,100093.5
64,100040.5625
