,mslp
0,100779.25
1,100944.25
2,101053.6875
3,100996.6875
4,100962.125
5,100998.875
6,101164.6875
7,101039.0625
8,100911.5625
9,101007.3125
10,101158.125
11,101011.5
12,100918.875
13,100935.875
14,100794.5625
15,100738.1875
16,100694.5
17,100756.5625
18,100912.0625
19,100793.75
20,100615.625
21,100535.9375
22,100595.0625
23,100585.9375
24,100414.0
25,100400.0
26,100453.75
27,100379.3125
28,100215.9375
29,100159.75
30,100192.0
31,100149.0625
32,99992.875
33,99980.4375
34,100155.75
35,100105.375
36,99999.75
37,99995.6875
38,100082.0
39,100038.0625
40,99882.625
41,99915.0
42,100038.375
43,100015.9375
44,99842.25
45,99791.625
46,99656.875
47,99643.5625
48,99531.5
49,99505.8125
50,99725.25
51,99812.5
52,99773.1875
53,99852.8125
54,100080.5
55,100197.5
56,100130.0625
57,100129.75
58,100213.375
59,100290.75
60,100104.875
61,100166.4375
62,100485.9375
63,100434.4375
64,100385.9375
65,100229.9375
66,100438.9375
67,100414.8125
68,100365.5625
69,100396.8125
70,100562.875
71,100515.5625
72,100471.125
73,100490.0
74,100369.625
75,100212.75
76,100226.0625
77,100354.5
78,100315.8125
79,100335.375
80,100256.625
