,mslp
0,100248.4375
1,100261.5625
2,100160.1875
3,100092.75
4,100212.9375
5,100300.0
6,100160.875
7,100064.3125
8,100274.75
9,100235.0
10,100106.5
11,99930.5625
12,100106.125
13,100171.875
14,100041.625
15,99995.5625
16,100050.0
17,100003.375
18,99796.125
19,99764.625
20,99915.0
21,100043.9375
22,99974.125
23,99908.5
24,100018.9375
25,99983.1875
26,99876.3125
27,99866.9375
28,100170.8125
29,100209.875
30,100037.0625
31,100041.0625
32,100195.3125
33,100250.8125
34,100190.0625
35,100090.9375
36,100126.875
37,99965.4375
38,99735.4375
39,99620.25
40,99982.5625
41,99907.0
42,99826.4375
43,99850.875
44,99952.625
45,99895.625
46,99905.0625
47,99898.1875
48,99901.5625
49,99903.75
50,99854.75
51,99964.75
52,100051.9375
53,100049.0625
54,100104.6875
55,100269.125
56,100313.9375
57,100342.25
58,100430.1875
59,100584.9375
60,100774.8125
61,100803.25
62,100870.9375
63,101004.0625
64,101110.75
65,101136.25
66,101108.9375
67,101191.625
68,101129.8125
