,mslp
0,100556.1875
1,100500.625
2,100381.3125
3,100378.1875
4,100411.625
5,100412.5625
6,100295.375
7,100273.625
8,100250.8125
9,100230.9375
10,100059.75
11,100068.3125
12,100049.875
13,99999.75
14,99907.0
15,99936.8125
16,99942.5
17,99958.5
18,99820.125
19,99777.8125
20,99748.3125
21,99703.3125
22,99609.9375
23,99614.125
24,99856.6875
25,99811.125
26,99698.6875
27,99680.875
28,99944.4375
29,99919.25
30,99832.9375
31,99840.9375
32,99888.875
33,99889.9375
34,99744.25
35,99728.3125
36,99854.0625
37,99835.0
38,99713.25
39,99741.4375
40,99834.375
41,99814.25
42,99679.375
43,99704.375
44,99870.375
45,99831.6875
46,99730.4375
47,99779.6875
48,99907.875
49,99884.0
50,99754.125
51,99812.25
52,99806.1875
53,99770.6875
54,99626.25
55,99640.75
56,99759.125
57,99698.5625
58,99526.75
59,99542.8125
60,99658.8125
61,99544.8125
62,99413.875
63,99375.4375
64,99398.0
65,99303.0
66,99151.625
67,99135.3125
68,99338.5625
69,99344.625
70,99296.125
71,99334.375
72,99436.5
73,99483.25
74,99360.4375
75,99384.375
76,99542.3125
77,99517.1875
78,99419.25
79,99414.0
80,99594.875
81,99609.75
82,99453.375
83,99443.875
84,99513.4375
85,99505.5625
86,99404.8125
87,99370.5
88,99497.875
89,99469.125
90,99313.25
91,99457.3125
92,99614.3125
93,99857.8125
94,99687.5625
95,99757.9375
96,99860.125
97,99910.5625
98,99803.5625
99,99821.125
100,99912.1875
101,99979.125
102,99854.4375
103,99843.0625
104,99989.6875
105,99950.875
106,99769.0625
107,99717.75
108,99898.125
109,99823.3125
110,99729.75
111,99742.375
112,100027.375
113,100030.0625
114,99941.0625
115,99914.3125
116,100124.75
117,100211.5
118,100212.6875
119,100236.3125
120,100341.8125
121,100408.75
122,100355.1875
123,100317.3125
124,100462.1875
125,100644.6875
126,100637.9375
127,100655.25
128,100758.1875
