,mslp
0,100686.6875
1,100766.1875
2,100875.5625
3,100643.3125
4,100628.625
5,100751.75
6,100845.4375
7,100657.625
8,100613.625
9,100775.1875
10,100850.75
11,100659.3125
12,100575.75
13,100721.375
14,100790.6875
15,100663.5
16,100608.1875
17,100712.1875
18,100685.5
19,100542.75
20,100490.25
21,100649.4375
22,100769.4375
23,100600.4375
24,100508.9375
25,100629.9375
26,100637.6875
27,100456.3125
28,100345.4375
29,100405.6875
30,100387.125
31,100095.75
32,99992.8125
33,100049.9375
34,100007.4375
35,99842.75
36,99719.1875
37,99808.1875
38,99825.125
39,99601.625
40,99480.9375
41,99543.4375
42,99499.6875
43,99322.0625
44,99115.5625
45,99225.0625
46,99293.25
47,99183.25
48,99082.0
49,99042.625
50,99035.6875
51,98950.25
52,98927.1875
53,99193.125
54,98990.5
55,98909.8125
56,98895.0
57,99120.4375
58,99063.5
59,99000.0625
60,98879.6875
61,98931.0625
62,98974.1875
63,98946.8125
64,98938.0
65,98898.375
66,98909.0
67,98832.9375
68,98658.5625
69,98598.0625
70,98529.0
71,98324.5
72,98293.4375
73,98100.8125
74,97922.625
75,97691.375
76,97618.8125
77,97726.5625
78,98075.75
79,98294.4375
80,98605.8125
81,98853.3125
82,98854.9375
83,98905.4375
84,98942.125
85,98925.625
86,98794.4375
87,98648.875
88,98553.0
