,mslp
0,100293.0625
1,100114.125
2,99950.5625
3,99991.3125
4,100015.0625
5,99890.8125
6,99737.375
7,99714.75
8,99655.3125
9,99480.5625
10,99265.8125
11,99324.25
12,99333.8125
13,99208.25
14,99043.4375
15,99083.875
16,99097.125
17,98976.4375
18,98882.125
19,98828.5625
20,98914.125
21,98773.9375
22,98699.1875
23,98741.4375
24,98809.5
25,98693.0
26,98564.4375
27,98427.125
28,98555.3125
29,98415.625
30,98252.3125
31,98289.75
32,98341.0625
33,98219.5
34,97982.3125
35,97911.5
36,97950.5
37,97776.75
38,97623.8125
39,97563.6875
40,97549.4375
41,97401.125
42,97305.875
43,97335.5625
44,97668.75
45,97423.5
46,97131.3125
47,97318.375
48,97460.75
49,97517.9375
50,97373.5
51,97244.5
52,97267.6875
53,97359.9375
54,97535.3125
55,97637.9375
56,97695.0625
57,97743.25
58,97865.25
59,98344.1875
60,98718.625
61,98862.75
62,98971.3125
63,99155.8125
64,99197.75
65,99201.625
66,99214.5625
67,99208.3125
68,99244.1875
69,99209.25
70,99175.125
71,99264.1875
72,99363.375
73,99429.9375
