,mslp
0,100661.6875
1,100827.5
2,100918.25
3,100742.0625
4,100612.6875
5,100727.0
6,100757.5
7,100680.375
8,100626.625
9,100801.5
10,100944.625
11,100738.375
12,100555.375
13,100716.375
14,100907.5
15,100827.5
16,100656.0625
17,100840.9375
18,100920.75
19,100724.6875
20,100581.1875
21,100708.25
22,100853.5
23,100696.625
24,100557.625
25,100687.9375
26,100777.9375
27,100641.6875
28,100509.6875
29,100620.5
30,100798.75
31,100682.6875
32,100546.3125
33,100669.375
34,100771.3125
35,100634.875
36,100450.125
37,100533.375
38,100626.1875
39,100523.375
40,100475.125
41,100593.875
42,100661.5625
43,100504.125
44,100292.4375
45,100367.125
46,100568.875
47,100477.8125
48,100305.9375
49,100352.5
50,100440.375
51,100351.25
52,100138.625
53,100159.0
54,100298.75
55,100261.75
56,100065.5625
57,99983.3125
58,100033.0
59,99945.125
60,99755.4375
61,99714.0
62,99816.4375
63,99736.375
64,99446.5
65,99427.125
66,99552.9375
67,99460.5625
68,99268.6875
69,99328.375
70,99388.125
71,99430.125
72,99043.0625
73,98819.6875
74,98394.4375
75,98527.125
76,99049.5
77,99234.3125
78,99834.375
79,99864.625
80,99882.875
81,100075.9375
82,100698.875
83,100445.125
84,100348.25
85,100418.3125
86,100643.1875
87,100550.625
88,100512.625
89,100609.25
90,100594.625
91,100501.0
92,100508.5
93,100653.75
94,100728.8125
95,100730.5
96,100796.5
97,100967.8125
98,100994.125
99,100908.5625
100,100906.5
