,mslp
0,99845.0
1,99673.4375
2,99592.4375
3,99742.375
4,99774.5625
5,99537.1875
6,99393.875
7,99440.75
8,99421.125
9,99243.9375
10,99064.9375
11,99215.0625
12,99127.375
13,98860.6875
14,98751.0
15,98843.3125
16,98838.75
17,98643.125
18,98455.3125
19,98459.3125
20,98277.375
21,97915.8125
22,97692.9375
23,97655.3125
24,97757.375
25,97629.125
26,97399.6875
27,97466.125
28,97484.4375
29,97300.5
30,97256.75
31,97231.3125
32,97326.125
33,97279.625
34,97265.9375
35,97295.6875
36,97616.625
37,97536.8125
38,97415.9375
39,97475.875
40,97949.5625
41,97951.0625
42,97890.3125
43,97853.5625
44,97817.25
45,97520.5625
46,97225.5625
47,96905.4375
48,96321.0
49,95963.375
50,95514.1875
51,95332.1875
52,95237.3125
53,95176.75
54,95460.4375
55,95562.8125
56,95464.6875
57,95586.75
58,95869.8125
59,96190.0
60,96398.25
61,96475.3125
62,96687.6875
