,mslp
0,100762.8125
1,100628.75
2,100467.125
3,100562.8125
4,100641.625
5,100628.375
6,100430.1875
7,100492.625
8,100623.1875
9,100452.875
10,100241.75
11,100239.3125
12,100355.1875
13,100324.125
14,100116.0
15,100186.0
16,100316.875
17,100167.0
18,99961.6875
19,100025.125
20,100191.625
21,100169.125
22,100004.5625
23,99921.875
24,100014.0625
25,99891.1875
26,99706.5625
27,99806.875
28,99933.1875
29,99939.75
30,99854.375
31,99840.8125
32,99889.3125
33,99733.5
34,99497.9375
35,99579.6875
36,99627.875
37,99534.5
38,99383.25
39,99431.75
40,99278.0
41,99110.9375
42,98877.0
43,99013.875
44,99576.5625
45,99566.875
46,99461.0
47,99487.3125
48,99777.25
49,99535.5
50,99034.4375
51,98946.5
52,99482.375
53,99497.125
54,99149.9375
55,99039.25
56,99347.75
57,99525.5625
58,99646.8125
59,99748.875
60,100033.0
61,100088.1875
62,100202.125
63,100488.5
64,100789.625
65,100896.875
66,100744.75
67,100752.8125
68,100889.375
69,100960.0625
70,100888.6875
