,outeqt1000,outeqt200,outeqt250,outeqt300,outeqt400,outeqt500,outeqt600,outeqt700,outeqt800,outeqt850,outeqt925
0,347.7969201346847,351.4812511990807,349.40463068873237,347.73794272700496,343.960417010946,341.04594526205716,338.1352712360835,338.8177339683653,340.8940346469422,341.99245065302057,345.04619043344906
1,348.3050676697519,351.9714978950735,349.78709838147205,348.2045018220995,344.38377172695715,341.885935101519,338.37879611873734,338.8405762012089,341.0593676224193,342.2660660514903,345.46973820819
2,348.7555584803919,352.4701182493016,350.26118399630747,348.49394389290615,344.7516523404093,342.4247709498908,338.59144136960066,338.8478321600361,341.2187634819449,342.50734696908603,345.8562095284593
3,349.0935480320222,352.46414078562884,350.34968620464474,348.60808377060596,344.85344946699263,342.3268315952612,338.6082803518165,338.63362186617695,341.33335961998546,342.6612853821832,345.91375152904243
4,348.5919101316315,352.26680663064116,350.2172841959292,348.40910325903656,344.7749621982201,341.9967557636104,338.25938987745565,338.6367151247603,341.24639607283046,342.4440973346808,345.5380821357827
5,348.7326924135553,352.22352734189747,350.08401776650436,348.4255544032588,344.97525153691714,341.7704794023192,337.9345837941768,338.4979491817676,341.23283551752786,342.5367398352139,345.4900914100628
6,348.8621674218275,352.2321279706857,350.0891337072781,348.4039433407567,344.94313322570923,341.50583094440486,337.86606333098973,338.18713585278556,341.083279252669,342.5387992397991,345.51696534201585
7,348.8881464550772,352.2106507326114,350.053987442739,348.3239679929348,344.83229982168416,341.3126641277859,337.88755955591563,338.14299647312885,340.73993652959336,342.16276305253825,345.33203798857113
8,348.6518202535722,352.98645065630774,350.3681976050569,348.4507167836909,345.11088957903314,341.64537242922427,337.77220126498435,338.15341962135886,340.8297448455866,342.11203797233946,345.2120958000277
9,349.25946511455516,353.53710242218915,350.7025939569722,348.5655046960827,345.23498480791244,341.9648840383049,338.0035780091519,338.2366190529928,340.828058073969,342.3244795241062,345.63688757281875
10,349.6712049790122,353.84571482516895,350.97021510514713,348.76810357914366,345.3303706591962,341.9867744077077,338.1145736103538,338.3945390310291,341.1063542145992,342.7279425829372,346.22077904978335
11,349.8101697041231,353.6626541776646,351.11969540319404,349.04378462773354,345.3600731606719,341.752210543948,338.25691183253207,338.4034179353346,341.2501462496028,342.8889887668857,346.34345356770086
12,349.61557331002103,353.74177643166814,351.49151416189267,349.35421298236395,345.55932051544886,341.7468637674784,338.2467919041086,338.45547265458055,340.74423233673525,342.5033670041015,346.07052832483794
13,349.61799333318163,353.5006804331247,351.3252740533638,349.3851578731735,345.62171955411276,341.46412093397237,338.24065811513395,338.4596521350851,340.6788949048509,342.46186502698754,345.94684137772964
14,349.5154747486798,353.20226970742743,351.1534861241507,349.3305977273772,345.5497582200921,341.2638711496926,338.2974724734962,338.58494302286715,340.8536688685433,342.49852454548164,345.807356785996
15,349.5322265382714,353.0560646608461,351.0546898972592,349.2438389065992,345.48642582179747,341.2075112502603,338.2841505867354,338.51430201592547,340.9281294626334,342.5389996466464,345.7799309309615
16,349.1446065045633,353.82436231027543,351.6372863115625,349.66609414552164,345.69262075263015,341.3125460740808,338.44600253617017,339.13708923114893,341.136650923675,342.6559010096528,345.65054482520844
17,349.6719468782298,354.3543238549813,352.01832789336083,349.9659372600841,346.094627942661,341.90562305561735,338.48057392445156,339.12249166062855,341.4146389698305,342.8324207152593,346.11898767235033
18,350.22777962487504,354.78555995915883,352.48549229653435,350.2562154591788,346.4834836379006,342.5193042956934,338.73634480395174,339.28391987505216,341.54428008722084,342.9052568544294,346.5483641943519
19,350.48881402767597,354.789365447662,352.551329740873,350.2556117566695,346.6802741860351,342.7948789623463,338.88492177617167,339.3252293653358,341.5778412381132,343.0533435086778,346.6296542298582
20,350.63639784690093,354.5324119106295,352.35970168816516,350.3150905220298,346.4166779168685,342.36958641810156,338.92491939337816,339.64871542856974,342.0980089014674,343.49008124736076,346.7033085329987
21,351.0886636346586,354.3865010075306,352.3357285755007,350.34702650916796,346.2387292442614,342.23169503576327,338.72953460256264,339.50087760816973,342.05104696386724,343.47571438037147,346.8526780315208
22,351.4638568296618,354.3651736068155,352.39321424639166,350.2126533025066,346.0127880985062,341.9757563449715,338.75688073022826,339.41948973619867,341.9798761961252,343.50390111636443,347.04558617099997
23,351.51356902297954,354.6736973914212,352.46846911554525,350.13956447069853,345.66696695621613,341.84358621392045,338.708256574396,339.30568384369764,341.8619685315514,343.4354036798467,346.8559769916061
24,350.6262763979075,355.2273257615864,352.8157545933134,350.47948791150685,345.4590089104696,341.9538052478548,339.1522723726614,339.80572343084003,341.929698857478,343.10677175572,346.3110357961743
25,351.34626968477613,355.7770252427059,353.18338046999,350.662002470693,345.34172227253936,341.7479368568924,338.89136213185486,339.60320064798253,342.19823894188,343.52820599636857,347.0619169342396
26,352.0619743431254,356.34082883893115,353.50240843229227,350.7756246826797,345.3677590746377,341.46705812733023,338.6575552657567,339.5680925366658,342.58025282437234,344.03180231340855,347.7348013889213
27,352.4047408304734,356.4292549229986,353.67906393257215,350.737198604501,345.3389265630718,341.37688882056256,338.4552852509969,339.525957382277,342.75457809016723,344.34154389066936,347.8500525150187
28,352.2165482038327,356.38030031919243,353.62196698540623,350.6140503871385,345.47600187959983,341.5128543355941,338.5919930415831,339.0560038796313,342.20379845783236,343.7309482510782,347.07100221000206
29,351.6847585358953,356.1977096364451,353.2225871257213,350.19725365211576,345.4205806064314,341.169221983893,338.40655085739905,338.80259606527284,342.0178148888683,343.42918689280214,346.65809644272605
30,350.99578221190706,356.0954084108184,352.95122710333027,349.90459591734606,345.2765423345475,340.6994500148973,337.99802362134335,338.7965933345219,341.9020505335713,343.1009604366443,346.2844551804914
31,350.2088836807991,356.0448649581335,352.86436764647163,349.7536761588262,344.9243719688802,340.0817188562195,337.39505630380586,338.47772408424265,341.7219213811415,342.7469822838858,345.57273670404476
32,348.2379450008112,357.12631072504394,353.8500370806029,350.3246856383987,344.7789811388962,339.3717012646156,336.7827509061925,337.82436047565193,341.2626305448382,341.6224260243855,343.4055480643372
33,347.74517283556645,357.383255731063,354.1246790377651,350.6479388331432,344.6619873777609,338.604099173605,336.0124265432558,337.1775075008793,340.6368377127029,341.39743220350135,343.70584657418016
34,347.9327685035036,357.7417776542245,354.56297550690454,350.9308185375708,344.3247756360613,337.90076609266504,335.46169406564695,336.6194158040654,340.5394846934307,341.8027456700734,343.9457323367876
35,348.0920778319322,357.9268601613187,354.66339349735,350.59565976745483,343.7872591826489,337.5495271864142,334.7096065531315,336.01182776412014,340.20083710725646,341.6773150601543,343.804643113747
36,346.44738078366754,358.09427406248983,354.9224882837349,350.6367010797829,342.78584014224674,337.01131190649437,334.33628761872063,335.8397260737526,338.82781851566114,339.7380917195535,341.4331861377816
37,345.1960262208529,357.4806885413346,354.21121310349093,350.04761180952363,341.24061186496033,336.22951627394946,333.843178618088,335.1748362352093,338.2619938194822,339.11459993574266,340.44827132295904
38,343.7013806663427,357.0590164750492,353.6145354218678,349.16944520249757,340.484985269266,335.5641706604049,333.38486424174533,334.24561468923406,337.5818563453629,338.06595583868005,339.0908544912654
39,341.35486593292444,356.7699441479273,352.69706048366413,348.0422653014519,340.0623110245836,334.8138309797499,332.3295124284202,332.6708212349313,335.61619539233135,336.3343364643211,337.19279500093825
40,336.886906708021,358.17732241409675,352.97656302237993,347.97770901906546,339.7538576487142,334.51490830527507,331.8509779850874,331.27620865367754,332.3844089292224,332.56485540371176,333.07496250534473
41,336.2235979218059,358.20157238201864,353.5140908305106,348.47447784038826,339.65459990923944,333.80971233968756,330.84304911235597,329.84722061947883,330.2608575935905,331.0131202161363,332.4078712442602
42,335.5644598498453,358.33608306881865,353.5071168246552,348.4993684926563,339.5601272211733,333.13936763037356,329.7989828427181,328.3543072891776,328.98040793094975,329.7762988103841,331.5700236806588
43,334.98248157122003,358.27300137867445,353.25412498927966,348.39162217894096,339.09657152366674,332.24880235309246,328.3980754275434,326.8582075216161,326.9749024431706,327.9696033091141,329.97652907296447
44,333.1989830208017,357.89926177354914,352.6892015470177,347.47952538490483,338.1298396528584,331.3976369571685,327.33866751323654,325.5860305929398,324.78608130009053,325.50155653640957,327.3451197371081
45,330.9198719432544,357.3596860338317,352.6781862041938,347.01135647470005,337.29457046955906,330.7349301722024,326.7411300338999,324.9862457928431,323.82548138257664,323.9577851950573,325.3992993731126
46,328.9285402500866,357.01004441643875,351.91677039583215,346.0168074868538,336.2862602423695,329.937521606482,325.6040751477009,323.9461503410161,322.91989983092407,323.0815200390277,324.285795066785
47,327.4308205107669,357.06351967412746,351.27157769573495,345.48309737693575,335.9106585173117,329.60212599058116,325.251457534391,323.07873875385883,321.8696112452818,321.916522270328,323.39533799538805
48,324.11538024987686,358.16397915343526,350.28955208915613,344.4781885279504,335.4217458182914,329.2687859450817,324.37264146612836,322.3527158284825,321.0581482736783,320.70660785559863,321.2224029219579
49,323.53951668610694,358.0087279405114,349.85576694834384,344.3846376016156,334.8865828259773,328.6265794391245,323.71775298629353,321.62403217506375,320.82647899814026,320.6098115454551,320.9962834409522
50,322.72539842779196,357.7764201834276,349.50871847633425,344.07764539404235,333.9767280191559,328.1444847814604,323.41455243604906,320.91044502898865,320.2354857789482,319.73743839790865,320.10341393883374
51,320.53651466916773,357.7120314680148,348.901516135839,343.72817431027664,333.6448988191084,327.870135747341,323.3371783122189,320.50940177450997,319.0470354493087,317.92070459203507,318.32046684344084
52,317.23431000010504,357.51485466974754,348.325764071371,342.9231347438592,333.655675778917,328.3912713578238,323.7436504586828,320.3698946127991,318.0270007634987,316.8421920715119,316.40684349391955
53,316.49636059827475,357.2143830306525,346.900663358274,341.4453094806026,333.6219085809743,327.85348756779524,323.4563013147381,319.88473778533654,317.7751968741148,316.4209612610709,315.86733730230094
54,314.7706461315698,356.7904575063481,344.51202105916553,339.48386470834663,332.473681056567,326.3924049386156,321.7937805813357,317.95149721391533,315.70994503472355,314.50372246957926,314.43366162632486
55,314.2725433326459,355.80221651705904,343.3631617976282,338.71046524866455,331.86998246152444,325.5717864284234,320.7615762950814,316.91328416506406,314.40275348050284,313.5075893943514,313.93290065237557
56,312.78785754388736,355.6486073148592,342.77685160165225,338.4421588618107,330.6423795300341,324.33456402771674,319.25599585451135,315.26781915082785,312.88234522879435,312.17175169909433,312.5546582529654
57,312.3971521812313,355.3558736568097,342.5239668476543,338.6040772707409,330.5629136672289,324.2533517944211,319.0755414603009,314.4725935182089,312.51934039487253,312.03764153732567,312.0168228298771
58,311.972601409907,355.41973229692604,342.44754866443526,338.38688537770145,330.53320262403184,324.18290142502315,318.9665791262559,313.948567475415,312.065304874803,311.6138766385384,311.44876952739963
59,311.85980041788446,355.53148487449056,342.82589718211915,338.1728942221561,330.6577607864728,324.21266252393457,318.84477261045737,313.6765090784565,311.5285935459585,311.06015960736664,311.00881706329466
60,310.25364673666905,355.4545983987984,342.97882838495815,337.72761808019544,330.360436239194,323.80203799289484,317.98602676031334,312.58148107845847,310.1996374124102,309.7090117700671,309.4369436000281
61,309.8675579418125,355.3649805255873,342.9094600569307,337.3241948345496,330.390647090201,323.5931714294428,317.5395548652051,312.1881553903719,309.59801806064735,309.0851854337868,308.93635114185105
62,309.4820456847654,355.69839272007044,342.6377358133101,336.9776250657589,330.1465083984687,323.2752026255702,317.2613915195146,311.9417631474436,309.21190593519844,308.4539255344365,308.6087896293519
