,mslp
0,99940.75
1,100089.375
2,100156.3125
3,100075.8125
4,100046.4375
5,100195.9375
6,100215.1875
7,99963.0
8,100072.6875
9,100234.6875
10,100277.125
11,100218.3125
12,100144.8125
13,100334.625
14,100386.75
15,100223.25
16,100160.6875
17,100281.0
18,100334.9375
19,100290.1875
20,100135.5625
21,100213.4375
22,100288.1875
23,100131.0625
24,100075.9375
25,100215.25
26,100274.4375
27,100267.1875
28,100150.875
29,100224.125
30,100382.375
31,100219.625
32,100117.75
33,100182.6875
34,100374.0
35,100243.4375
36,99952.75
37,100046.4375
38,100161.5
39,99948.5625
40,99742.125
41,99855.5
42,99916.375
43,99819.4375
44,99627.125
45,99621.5
46,99765.0625
47,99584.4375
48,99329.5
49,99327.9375
50,99445.625
51,99377.25
52,99140.875
53,98921.25
54,98660.75
55,98347.9375
56,98020.6875
57,98032.75
58,98076.875
59,98195.5625
60,98108.0625
61,98289.625
62,98300.375
63,98155.0
64,98313.1875
65,98424.375
66,98767.4375
67,98906.9375
68,99189.375
69,99363.875
70,99659.6875
71,99704.3125
72,99536.8125
73,99456.875
74,99919.5625
75,99883.1875
76,99952.9375
77,100127.625
78,100614.25
79,100498.5
80,100439.25
81,100597.0625
82,100969.0625
83,100979.3125
84,100901.9375
