,mslp
0,100921.875
1,100779.3125
2,100662.125
3,100769.6875
4,100818.125
5,100653.5
6,100593.5
7,100708.125
8,100850.4375
9,100693.3125
10,100618.5625
11,100764.4375
12,100767.375
13,100617.875
14,100584.125
15,100726.625
16,100786.625
17,100622.3125
18,100534.5625
19,100638.4375
20,100557.75
21,100347.0625
22,100192.125
23,100312.375
24,100161.25
25,99968.25
26,99857.6875
27,99956.4375
28,99744.5625
29,99522.25
30,99406.625
31,99483.0
32,99262.375
33,99057.375
34,98934.375
35,99008.0
36,99003.875
37,98869.4375
38,98817.5625
39,98827.5
40,98961.0
41,98728.0
42,98520.375
43,98435.375
44,98368.125
45,98149.0625
46,97897.25
47,97869.0
48,97791.0
49,97558.5
50,97454.9375
51,97443.25
52,98568.0625
53,98626.1875
54,98645.375
55,98745.75
56,98353.5625
57,98324.6875
58,98216.8125
59,98181.0625
60,98166.6875
61,98058.0625
62,97828.8125
63,97841.5625
64,98027.5
65,97811.625
66,97561.8125
67,97496.5625
68,97760.8125
69,97665.375
70,97703.375
71,97951.0
72,98192.125
73,98287.25
74,98336.8125
75,98360.5625
76,98281.3125
77,98038.4375
78,97810.8125
79,97533.1875
80,97211.8125
81,96613.5625
82,96443.0625
83,96485.0625
84,96575.3125
85,96393.375
86,96494.375
87,96739.875
88,97019.6875
89,97289.375
90,97620.3125
