,mslp
0,100561.8125
1,100356.875
2,100396.9375
3,100586.9375
4,100634.9375
5,100444.3125
6,100449.9375
7,100634.875
8,100743.875
9,100589.0625
10,100470.0625
11,100661.625
12,100632.3125
13,100394.125
14,100351.1875
15,100500.125
16,100390.4375
17,100187.375
18,99999.3125
19,100115.125
20,99995.1875
21,99687.4375
22,99588.4375
23,99699.1875
24,99383.3125
25,99017.1875
26,98886.375
27,98893.375
28,98843.4375
29,98680.75
30,98753.5
31,98938.25
32,98853.5625
33,98628.0625
34,98527.5625
35,98668.25
36,98630.875
37,98484.375
38,98385.8125
39,98448.4375
40,98407.6875
41,98265.9375
42,98048.375
43,98039.9375
44,97940.125
45,97649.625
46,97511.4375
47,97475.625
48,97608.5625
49,97469.1875
50,97190.8125
51,97147.75
52,97032.9375
53,96810.5
54,96647.6875
55,96496.4375
56,96237.5
57,96013.625
58,95806.9375
59,95580.375
60,95380.9375
61,95334.3125
62,95068.625
63,95073.9375
64,94804.4375
65,94679.0
66,94381.25
67,94396.3125
68,94308.9375
69,94507.9375
70,94010.3125
71,94073.9375
72,95364.5
73,95608.375
74,96097.25
75,96969.1875
76,98406.0625
77,98413.875
78,98221.1875
79,98148.4375
80,98264.0625
81,97952.625
82,97885.1875
83,97925.1875
84,97890.0625
85,97859.4375
86,97673.6875
87,97532.375
88,97542.5
89,97601.6875
90,97612.9375
91,97705.0
92,97774.875
93,97821.0
94,98001.5625
95,98256.375
96,98422.5625
97,98497.8125
98,98646.875
99,98771.125
100,98764.0625
