,mslp
0,101053.1875
1,100990.125
2,100857.25
3,100959.8125
4,101005.8125
5,100919.3125
6,100787.5625
7,100827.625
8,100915.1875
9,100810.0625
10,100668.3125
11,100695.0625
12,100744.0
13,100605.25
14,100391.8125
15,100401.0
16,100531.625
17,100396.6875
18,100274.125
19,100284.5
20,100359.75
21,100320.9375
22,100116.9375
23,100147.5625
24,100044.9375
25,99973.9375
26,99826.125
27,99787.25
28,99853.5625
29,99760.4375
30,99593.5625
31,99542.1875
32,99413.5625
33,99324.6875
34,99166.6875
35,99113.875
36,99194.875
37,99135.3125
38,98892.75
39,98914.8125
40,98951.1875
41,98853.5
42,98694.5625
43,98648.1875
44,98818.25
45,98806.625
46,98656.125
47,98729.625
48,98923.3125
49,98852.3125
50,98714.0
51,98695.3125
52,98862.125
53,98786.5625
54,98642.125
55,98723.0
56,98787.5
57,98841.875
58,98802.5
59,98890.4375
60,98955.375
61,99106.3125
62,99120.6875
63,99314.9375
64,99507.125
65,99553.0625
66,99462.5625
67,99509.5
68,99720.875
69,99835.5
70,99983.625
71,100155.25
72,100289.6875
73,100292.3125
74,100297.25
75,100417.25
76,100611.3125
77,100559.375
78,100570.75
79,100741.25
80,100778.375
81,100669.8125
82,100612.125
83,100727.0
84,100703.625
85,100598.4375
86,100702.625
87,100790.375
88,100698.5625
