,wind10
0,17.294130325317383
1,16.257728576660156
2,16.05164337158203
3,16.118627548217773
4,15.337048530578613
5,14.442699432373047
6,14.393074035644531
7,13.194048881530762
8,12.806631088256836
9,12.866679191589355
10,12.958640098571777
11,12.700867652893066
12,12.722877502441406
13,12.335296630859375
14,11.923439025878906
15,12.411165237426758
16,14.919123649597168
17,14.574092864990234
18,13.735121726989746
19,12.287637710571289
20,11.375547409057617
21,11.465665817260742
22,12.028138160705566
23,11.489177703857422
24,11.601901054382324
25,10.89396858215332
26,11.140504837036133
27,10.549345016479492
28,10.933296203613281
29,10.651168823242188
30,11.141355514526367
31,11.254603385925293
32,10.976899147033691
33,10.993509292602539
34,11.171544075012207
35,10.849034309387207
36,10.854528427124023
37,11.073958396911621
38,11.469651222229004
39,10.85627269744873
40,11.236632347106934
41,11.63670539855957
42,11.583475112915039
43,11.204489707946777
44,11.359631538391113
45,11.955428123474121
46,12.54065227508545
47,13.032432556152344
48,12.997639656066895
49,13.803192138671875
50,15.746642112731934
51,18.98735237121582
52,17.420473098754883
53,15.874441146850586
54,15.383392333984375
