,mslp
0,100741.3125
1,100730.0625
2,100690.125
3,100717.1875
4,100904.75
5,100794.5
6,100647.5625
7,100707.4375
8,100828.0
9,100792.625
10,100649.125
11,100692.1875
12,100762.625
13,100736.0625
14,100551.25
15,100572.75
16,100655.3125
17,100626.875
18,100406.0
19,100363.5
20,100446.8125
21,100412.1875
22,100280.1875
23,100236.6875
24,100336.9375
25,100332.5
26,99980.25
27,99918.25
28,100151.375
29,100179.125
30,100070.9375
31,99933.8125
32,100111.0625
33,100057.4375
34,99876.3125
35,99930.3125
36,99987.6875
37,99994.875
38,99867.75
39,99876.875
40,99855.25
41,99910.0
42,99764.5625
43,99675.1875
44,99641.3125
45,99624.5625
46,99542.5625
47,99440.4375
48,99449.0625
49,99543.1875
50,99415.0625
51,99319.25
52,99398.0
53,99401.375
54,99332.5625
55,99294.0
56,99259.75
57,99434.25
58,99176.75
59,98909.1875
60,99054.625
61,98922.375
62,98821.875
63,98857.5625
64,99445.875
65,99866.625
66,99781.125
