,mslp
0,100840.0
1,100711.5
2,100606.625
3,100651.625
4,100654.4375
5,100457.6875
6,100172.625
7,100248.5625
8,100142.4375
9,99928.75
10,99710.25
11,99738.9375
12,99709.25
13,99406.4375
14,99066.0625
15,99049.1875
16,99178.125
17,99101.75
18,98851.625
19,98791.75
20,98644.3125
21,98273.375
22,98072.8125
23,98100.0
24,98349.25
25,98151.0625
26,98063.875
27,98087.5
28,97608.0
29,97469.75
30,97246.0
31,97105.0625
32,96316.3125
33,96270.625
34,96417.625
35,96493.0
36,96769.9375
37,96936.0
38,97107.5
39,97777.375
40,98579.3125
41,98825.3125
42,98858.4375
43,99031.9375
44,99302.0
45,99519.4375
46,99497.5625
47,99681.0
48,99946.5
49,100050.5625
50,100026.0625
51,100040.375
52,100211.5625
53,100262.9375
54,100102.875
55,100069.5625
56,100346.6875
57,100286.4375
58,100222.4375
59,100146.0
60,100305.25
61,100211.125
62,100119.125
63,100195.375
64,100267.0
65,100313.9375
66,100307.9375
67,100392.5
68,100507.9375
69,100511.5
70,100430.5
71,100529.3125
72,100638.1875
73,100621.125
74,100576.9375
75,100696.9375
76,100798.75
77,100709.9375
78,100577.9375
79,100662.75
80,100768.875
81,100649.3125
82,100643.625
83,100643.75
84,100804.1875
85,100720.875
86,100609.5
87,100768.75
88,100941.75
89,100868.625
90,100871.625
91,101007.25
92,101070.375
