,mslp
0,100589.6875
1,100509.3125
2,100664.0625
3,100754.375
4,100559.875
5,100343.3125
6,100455.0
7,100580.0625
8,100414.6875
9,100333.0
10,100421.4375
11,100487.75
12,100317.4375
13,100150.3125
14,100196.375
15,100277.9375
16,100025.8125
17,99918.625
18,100184.0625
19,100198.3125
20,99995.625
21,99823.375
22,99982.3125
23,100042.75
24,99829.0625
25,99654.4375
26,99761.5625
27,99774.625
28,99573.375
29,99404.6875
30,99518.25
31,99532.8125
32,99241.25
33,99060.0625
34,99219.4375
35,99295.0
36,99043.0625
37,99111.25
38,99828.4375
39,100293.4375
40,100249.625
41,100051.4375
42,100214.4375
43,100291.375
44,100240.125
45,100241.5625
46,100560.4375
47,100486.375
48,100306.6875
49,100292.375
50,100692.625
51,100690.5
52,100491.9375
53,100484.0625
54,100649.625
55,100722.4375
56,100569.3125
57,100612.25
58,100683.5
59,100652.875
60,100492.0625
61,100434.9375
62,100609.5
63,100632.0
64,100534.5625
65,100603.5625
66,100734.625
67,100819.25
68,100712.3125
69,100713.0625
70,100817.375
71,100991.125
72,100841.1875
73,100878.3125
74,100929.75
75,100939.3125
76,100780.6875
77,100730.4375
78,100852.3125
79,100870.8125
80,100750.5
81,100791.6875
82,100840.25
