,wind10
0,14.00758171081543
1,14.061944961547852
2,14.264278411865234
3,13.712591171264648
4,14.771468162536621
5,13.268728256225586
6,13.687173843383789
7,13.738037109375
8,13.377938270568848
9,13.473958969116211
10,14.905506134033203
11,16.02760124206543
12,17.738168716430664
13,18.15017318725586
14,17.589439392089844
15,16.356212615966797
16,14.783474922180176
17,15.776191711425781
18,15.429525375366211
19,15.023397445678711
20,15.259175300598145
21,17.04835319519043
22,16.4053897857666
23,15.655179977416992
24,14.365917205810547
25,15.694314002990723
26,15.802931785583496
27,15.380021095275879
28,15.252365112304688
29,15.247087478637695
30,16.319093704223633
31,16.74959945678711
32,15.317540168762207
33,17.00575828552246
34,16.995769500732422
35,16.454099655151367
36,16.962888717651367
37,16.864940643310547
38,16.7773494720459
39,16.873472213745117
40,17.793888092041016
41,18.94647979736328
42,20.662076950073242
43,20.142253875732422
44,18.867660522460938
45,18.076570510864258
46,18.35965347290039
47,19.14909553527832
48,19.261594772338867
49,18.933887481689453
50,19.599685668945312
51,18.381742477416992
52,17.254497528076172
