,wind10
0,11.361678123474121
1,11.73205852508545
2,11.656210899353027
3,11.467047691345215
4,11.565201759338379
5,11.2966890335083
6,11.010210990905762
7,11.011682510375977
8,12.813114166259766
9,13.020548820495605
10,11.902140617370605
11,12.384908676147461
12,13.157142639160156
13,12.55526351928711
14,12.156797409057617
15,11.770967483520508
16,13.601781845092773
17,12.905529975891113
18,12.167136192321777
19,12.802629470825195
20,12.545414924621582
21,13.47822380065918
22,12.858445167541504
23,13.612298965454102
24,13.76075553894043
25,13.509543418884277
26,14.18640422821045
27,13.440205574035645
28,13.619537353515625
29,13.780963897705078
30,12.221302032470703
31,13.196077346801758
32,15.153460502624512
33,14.911687850952148
34,14.058971405029297
35,13.561112403869629
36,14.609678268432617
37,15.144082069396973
38,14.341415405273438
39,15.865398406982422
40,17.42383575439453
41,16.430858612060547
42,15.143956184387207
43,14.718504905700684
44,14.464644432067871
45,16.026229858398438
46,15.727423667907715
47,15.395392417907715
48,13.902364730834961
49,14.165075302124023
50,14.636261940002441
51,15.640007972717285
52,16.079364776611328
53,17.94662094116211
54,17.101547241210938
55,16.678546905517578
56,17.250030517578125
57,17.390268325805664
58,17.806066513061523
59,18.185728073120117
60,18.21291160583496
61,18.348508834838867
62,17.52058982849121
63,18.42885971069336
64,18.895055770874023
65,18.175352096557617
66,18.918498992919922
67,19.124357223510742
68,19.796466827392578
69,20.697072982788086
70,20.794931411743164
71,20.719242095947266
72,21.15446662902832
73,22.236055374145508
74,21.382156372070312
75,22.73505401611328
76,23.496551513671875
77,24.248516082763672
78,23.729337692260742
79,26.492061614990234
80,26.057111740112305
81,25.90266227722168
82,26.102556228637695
83,25.9665584564209
84,24.409238815307617
85,24.830751419067383
86,26.53392791748047
87,26.231473922729492
88,25.016145706176758
89,25.734573364257812
90,25.061025619506836
91,24.80207061767578
92,25.770601272583008
93,23.512306213378906
94,23.60541534423828
95,23.277496337890625
96,24.956602096557617
97,27.796058654785156
98,26.14158821105957
99,22.79151153564453
100,21.951982498168945
101,20.48163414001465
102,20.78556251525879
103,21.283851623535156
104,20.712974548339844
105,21.399799346923828
106,19.666988372802734
107,19.275415420532227
108,18.931272506713867
109,20.727197647094727
110,19.892040252685547
111,19.585084915161133
112,19.161348342895508
113,17.28641128540039
114,16.38833999633789
115,18.62278175354004
116,18.3917179107666
117,17.446186065673828
118,14.699214935302734
119,13.566095352172852
120,12.811222076416016
