,mslp
0,100576.9375
1,100497.25
2,100587.75
3,100611.5
4,100413.1875
5,100391.875
6,100538.6875
7,100638.6875
8,100542.375
9,100472.0
10,100521.625
11,100558.5625
12,100425.1875
13,100355.0625
14,100464.1875
15,100581.125
16,100414.6875
17,100356.25
18,100406.9375
19,100358.125
20,99917.875
21,99906.125
22,100017.4375
23,100086.3125
24,99936.5
25,99885.8125
26,99869.3125
27,99769.8125
28,99588.6875
29,99504.4375
30,99663.0
31,99661.4375
32,99497.625
33,99407.0
34,99455.5625
35,99465.875
36,99324.75
37,99267.5
38,99371.6875
39,99472.6875
40,99425.125
41,99451.875
42,99701.1875
43,99799.5625
44,99760.5625
45,99785.3125
46,99941.625
47,100067.0
48,100010.625
49,100034.875
50,100056.8125
51,100163.9375
52,100067.5
53,99912.3125
54,100057.8125
55,100158.5
56,100104.875
57,100060.9375
58,100173.5625
59,100191.6875
60,100051.25
61,100019.0
62,100164.5
63,100295.8125
64,100184.9375
65,100101.75
66,100300.25
67,100426.8125
68,100255.875
