,mslp
0,100094.0625
1,99995.125
2,100152.25
3,100105.0625
4,99859.0
5,99821.5
6,99935.125
7,99832.875
8,99556.8125
9,99405.8125
10,99411.9375
11,99290.75
12,99027.5625
13,98880.75
14,98861.5625
15,98781.0
16,98566.75
17,98426.8125
18,98525.375
19,98502.1875
20,98326.0
21,98220.5625
22,98313.625
23,98424.875
24,98365.6875
25,98294.9375
26,98565.0
27,98609.625
28,98459.1875
29,98361.5625
30,98684.875
31,98823.625
32,98753.0625
33,98571.625
34,98720.3125
35,98941.875
36,98891.1875
37,98915.9375
38,99098.0625
39,99403.625
40,99537.625
41,99525.8125
42,99751.5625
43,100030.375
44,99954.25
45,99905.1875
46,100131.3125
47,100329.5625
48,100264.3125
