,mslp
0,100943.0625
1,100908.9375
2,101052.5
3,101086.75
4,100840.875
5,100835.6875
6,101044.4375
7,101068.3125
8,100855.1875
9,100846.25
10,100994.375
11,101053.6875
12,100836.1875
13,100771.75
14,100983.0
15,100983.0
16,100808.3125
17,100746.125
18,100877.1875
19,100894.8125
20,100795.4375
21,100703.5625
22,100879.75
23,100870.75
24,100748.375
25,100706.5
26,100851.6875
27,100928.75
28,100736.1875
29,100622.5625
30,100790.6875
31,100859.875
32,100714.5
33,100580.0625
34,100672.625
35,100802.5
36,100526.875
37,100373.0625
38,100497.25
39,100533.0
40,100282.5625
41,100120.625
42,100207.5
43,100306.0
44,99999.625
45,99748.25
46,99853.75
47,99981.25
48,99913.5
49,99775.625
50,99926.5625
51,100045.625
52,99763.5625
53,99468.0625
54,99662.5
55,99808.3125
56,99657.875
57,99338.3125
58,99421.4375
59,99562.6875
60,99237.6875
61,98925.75
62,98948.0625
63,99259.25
64,99259.125
65,99136.25
66,99154.125
67,99284.9375
68,99168.1875
69,98996.1875
70,99074.625
71,99102.1875
72,98953.25
73,98739.375
74,98768.4375
75,98858.5
76,98803.3125
77,98701.5625
78,98723.875
79,98703.5
80,98646.875
81,98437.6875
82,98403.8125
83,98554.0625
84,98245.0
85,97938.5625
86,97893.4375
87,97842.0625
88,97600.5
89,97465.1875
90,97158.8125
91,97315.75
92,96761.4375
93,96305.5625
94,96007.5625
95,96136.6875
96,96201.9375
97,96464.0625
98,96603.5
99,96844.3125
100,96413.125
101,95956.25
102,95871.875
103,95844.3125
104,95449.375
105,95271.4375
106,94939.625
107,95208.625
108,95335.375
109,95141.625
110,94898.0625
111,95018.8125
112,94585.3125
113,94405.4375
114,94541.5
115,94789.1875
116,94642.25
117,94684.8125
118,94526.8125
119,94716.875
120,94499.0625
121,94181.4375
122,94253.375
123,94444.375
124,94480.0625
125,94438.75
126,94288.5625
127,94339.3125
128,93874.0
129,93813.625
130,93609.3125
131,93688.8125
132,94050.25
133,94210.875
134,94316.5625
135,94286.1875
136,94124.125
137,94112.625
138,93971.4375
139,94018.875
140,94162.75
141,94274.9375
142,94503.1875
143,94811.0625
144,94943.5625
145,94759.25
146,94590.125
147,94734.9375
148,94907.8125
149,95003.5
150,95066.0
151,95304.625
152,95680.375
153,95816.1875
154,95719.0625
155,95904.75
156,96004.8125
157,96140.1875
158,96175.9375
159,96381.75
160,96689.0
161,96654.0625
162,96653.625
163,96726.1875
164,96866.6875
165,96880.0
166,96821.3125
167,96935.25
168,97296.375
169,97566.375
170,97852.9375
171,98211.625
172,98386.875
173,98179.3125
174,97691.375
175,97257.5625
176,96921.75
177,96800.9375
178,96747.0625
179,96766.875
180,96850.375
