,mslp
0,100353.75
1,100215.3125
2,100119.375
3,100168.125
4,100304.625
5,100202.375
6,100134.375
7,100230.875
8,100282.625
9,100174.0
10,100090.4375
11,100133.8125
12,100229.3125
13,100171.3125
14,100038.5
15,100104.375
16,100128.3125
17,99983.3125
18,99813.9375
19,99834.625
20,99941.25
21,99857.4375
22,99727.625
23,99661.1875
24,99680.4375
25,99419.875
26,99295.375
27,99257.3125
28,99339.0
29,99217.0625
30,99149.875
31,99195.6875
32,99325.75
33,99185.5
34,99006.875
35,98986.4375
36,98992.1875
37,98931.875
38,98797.625
39,98820.5
40,98705.375
41,98526.625
42,98309.0625
43,98289.625
44,98200.75
45,98178.5
46,97962.625
47,97847.6875
48,97867.6875
49,97686.5625
50,97504.4375
51,97569.8125
52,97334.125
53,97285.9375
54,97292.1875
55,98082.375
56,98910.9375
57,99140.375
58,99154.0
59,99158.4375
60,99394.0
61,99810.625
62,100069.0625
63,100237.1875
64,100487.1875
65,100683.5625
66,100568.1875
67,100613.0
68,100766.125
69,101020.5625
70,100990.75
