,mslp
0,100917.3125
1,100793.1875
2,100819.0
3,101006.75
4,100985.0
5,100758.4375
6,100758.75
7,100968.625
8,100896.875
9,100782.1875
10,100769.125
11,100887.0625
12,100854.5625
13,100585.125
14,100673.4375
15,100812.6875
16,100769.5625
17,100622.3125
18,100666.5625
19,100808.0625
20,100795.875
21,100539.0625
22,100540.5625
23,100717.875
24,100701.3125
25,100599.375
26,100570.9375
27,100776.25
28,100688.25
29,100476.75
30,100492.25
31,100614.5625
32,100611.0
33,100449.25
34,100453.0625
35,100647.8125
36,100655.625
37,100424.9375
38,100528.25
39,100678.8125
40,100685.875
41,100523.8125
42,100494.3125
43,100694.125
44,100667.0
45,100414.125
46,100385.25
47,100504.8125
48,100609.6875
49,100432.6875
50,100418.625
51,100570.0
52,100633.0
53,100402.1875
54,100326.625
55,100489.125
56,100507.75
57,100363.75
58,100177.5
59,100246.4375
60,100250.375
61,99840.25
62,99720.875
63,99859.125
64,99789.25
65,99582.125
66,99364.0
67,99486.25
68,99473.75
69,99242.75
70,99132.5
71,99151.25
72,99146.625
73,98895.375
74,98714.5
75,98770.6875
76,98938.8125
77,98710.3125
78,98658.8125
79,98723.5625
80,98762.3125
81,98729.125
82,98602.75
83,98758.0625
84,98588.4375
85,98315.25
86,98183.875
87,98042.1875
88,98091.3125
89,97949.9375
90,97838.625
91,97729.25
92,97574.0625
93,97285.4375
94,97197.5625
95,97120.0625
96,96720.875
97,96504.1875
98,96208.6875
99,96091.5
100,96365.875
101,96246.9375
102,96037.5
103,96006.375
104,96201.1875
105,96160.0625
106,95929.875
107,95815.6875
108,95891.5
109,95717.125
110,95356.5
111,95272.75
112,95425.8125
113,95223.3125
114,95149.875
115,95171.4375
116,95059.3125
117,95034.0625
118,94916.25
119,95115.5625
120,95387.3125
121,95456.125
122,95535.5625
123,95732.375
124,95562.75
125,95639.8125
126,95649.8125
127,95882.5625
128,95963.6875
129,95996.25
130,96204.25
131,96589.0
132,97280.9375
133,97404.5625
134,97471.9375
135,97645.0625
136,97638.0
137,97561.3125
138,97491.125
139,97484.125
140,97323.9375
141,96858.875
142,96620.375
143,96904.6875
144,96801.9375
145,96635.125
146,96541.1875
147,96816.9375
148,97315.0
149,97320.25
150,97477.5625
