,wind10
0,7.989566802978516
1,8.327352523803711
2,10.015122413635254
3,8.764314651489258
4,9.112343788146973
5,8.828730583190918
6,11.555967330932617
7,11.371853828430176
8,11.089256286621094
9,12.108832359313965
10,12.142633438110352
11,10.93943977355957
12,10.852428436279297
13,10.557365417480469
14,10.119917869567871
15,10.342938423156738
16,11.019428253173828
17,11.636390686035156
18,11.456117630004883
19,11.693527221679688
20,12.999202728271484
21,13.171418190002441
22,13.484981536865234
23,13.570474624633789
24,13.86363410949707
25,13.651944160461426
26,14.131251335144043
27,14.365127563476562
28,15.14392375946045
29,14.804182052612305
30,15.723877906799316
31,16.50037956237793
32,17.464405059814453
33,18.61977195739746
34,18.78744125366211
35,18.826370239257812
36,18.910642623901367
37,19.839731216430664
38,20.7967472076416
39,20.971355438232422
40,21.457860946655273
41,23.024188995361328
42,23.960508346557617
43,24.345565795898438
44,25.093463897705078
45,24.65329933166504
46,26.069427490234375
47,25.787073135375977
48,27.6478214263916
49,26.999069213867188
50,26.259319305419922
51,27.434906005859375
52,26.249570846557617
53,26.93060874938965
54,27.911720275878906
55,27.07977867126465
56,24.180030822753906
57,22.81556510925293
58,21.703048706054688
59,21.5948486328125
60,21.921798706054688
61,22.772388458251953
62,20.400320053100586
63,20.997116088867188
64,20.81928253173828
65,20.162242889404297
66,18.221094131469727
67,18.56131935119629
68,18.603652954101562
69,18.45781135559082
70,18.177223205566406
71,18.15564727783203
72,18.75574493408203
73,19.076007843017578
74,20.143354415893555
75,19.656843185424805
76,19.040616989135742
77,20.996198654174805
78,20.04631233215332
79,19.48908805847168
80,18.750696182250977
81,17.455230712890625
82,17.778228759765625
83,16.95644187927246
84,16.079498291015625
85,15.93449878692627
86,14.808417320251465
87,14.263116836547852
88,13.515145301818848
89,13.012182235717773
90,13.630314826965332
91,14.354369163513184
92,14.236863136291504
93,15.317254066467285
94,15.019279479980469
95,13.69474983215332
96,13.402520179748535
97,12.71944522857666
98,12.849472045898438
99,11.858991622924805
100,10.368898391723633
101,10.568024635314941
102,9.784313201904297
103,9.992328643798828
104,10.6055269241333
105,9.758813858032227
106,9.589677810668945
107,10.072725296020508
108,10.260056495666504
109,9.357274055480957
110,9.622966766357422
111,9.347984313964844
112,9.682798385620117
