,outu10,outv10,out2mdewtmp,out2mtmp,outconv_ppt,outtot_cld_ice,outtot_cldwtr,outtot_cld_rain,outvi_div_cld_froz_wtr,outvi_div_cld_liq_wtr,outvi_div_gpot_flux,outvi_div_ke_flux,outvi_div_mass_flux,outvi_div_moisture_flux,outvi_div_olr_flux,outvi_div_tot_enrgy_flux,outvi_ke,outvi_pe_inte,outvi_pe_ie_latentenrgy,outvi_temp,outvi_olr,outvi_tot_enrgy,outvi_moisture_div
27,0.902972920735677,-1.0585355122884115,297.9443954467773,300.4344263712565,0.0007024838278690974,0.18009840647379557,0.1357498566309611,0.1536004384358724,-1.9687072684367497e-06,-7.879609862963359e-07,2538.50078125,-0.11311848958333333,0.001116517186164856,-0.000258904571334521,-1461.2510416666667,430.71119791666666,971579.9221028646,2687847483.733333,2837669734.4,2660845.316666667,2687843430.4,2838641604.266667,-0.8679117838541667
28,1.022540283203125,-1.1133262634277343,297.8792266845703,300.4011469523112,0.0007211523751417796,0.18780442873636882,0.13013588587443034,0.15017506281534831,-1.4516757801175117e-06,-1.0768262048562368e-06,2579.669010416667,0.19342447916666666,0.00019515554110209146,-0.00026754165689150494,-1784.4080729166667,121.20078125,994708.5762207031,2683412932.266667,2832182485.3333335,2656538.475,2683408674.133333,2833177062.4,-0.8472361246744792
29,1.1823229471842447,-0.8526301066080729,297.838954671224,300.5040283203125,0.0006586629897356033,0.18498069445292156,0.1255959431330363,0.15740156173706055,-3.286210509637992e-07,-1.0097166523337364e-06,2237.500520833333,0.11769205729166667,-0.0012728601694107055,-0.00024335297445456187,-2026.22109375,-394.0729166666667,1056646.477327474,2685608345.6,2833702621.866667,2658789.3666666667,2685603891.2,2834759722.6666665,-0.8439313252766927
30,1.0532004328684192,-0.4160387347842648,297.8719655903543,300.60501567159946,0.0005848617350906752,0.18531020548333765,0.12590605391506338,0.14060416953692298,-1.47892865526231e-07,-3.6775551860015916e-07,2855.52184906639,0.09549747957728216,-0.00023949096806316454,-0.00032894038189496244,-2085.7665975103732,-49.073165197095435,1179515.0552710062,2689862712.298755,2838971049.958506,2662931.3319502072,2689858818.124481,2840151115.419087,-0.9177567731295384
31,1.570208994547526,0.31849644978841146,297.8518829345703,300.5070175170898,0.0005713739742835362,0.22000428835550945,0.1372118631998698,0.16562350591023764,-7.498989589294069e-08,-7.924313346544902e-07,3255.27578125,2.085107421875,0.002432575821876526,-0.000320403091609478,-1490.4981770833333,962.7520833333333,1225385.8083333333,2685357525.3333335,2835694054.4,2658344.7083333335,2685352755.2,2836919884.8,-0.9718986511230469
32,1.827094268798828,0.5088851928710938,297.8378672281901,300.44271189371744,0.0006067035098870595,0.22596259117126466,0.14069520632425944,0.17081801096598306,8.380739018321037e-08,-7.021163279811541e-07,3138.828125,2.856949869791667,-6.0629844665527346e-05,-0.00032017317910989124,-2200.660677083333,145.45572916666666,1256256.15,2680984576.0,2831646711.4666667,2653969.3583333334,2680982126.9333334,2832903150.9333334,-1.0240577697753905
33,1.7898155212402345,0.42737655639648436,297.86278635660807,300.4783218383789,0.0006138511622945467,0.21650593280792235,0.1331785519917806,0.15367377599080403,5.845795385539532e-07,-4.855799488723278e-07,2564.36015625,3.0488932291666666,-0.0011984705924987793,-0.0002429518848657608,-2213.68828125,-259.9575520833333,1293655.3583333334,2683520238.9333334,2834005427.2,2656508.5083333333,2683518062.9333334,2835299165.866667,-0.8942286173502604
34,1.5825113932291666,0.4744132995605469,297.8508773803711,300.418684387207,0.0005064207439621289,0.18124836285909016,0.12077328364054361,0.12780338923136395,-2.735798868040244e-07,-4.2527681216597556e-07,2146.3591145833334,1.8557942708333333,-0.00026786923408508303,-0.00018272666881481806,-1638.5559895833333,43.231510416666666,1318832.276969401,2687910860.8,2838018005.3333335,2660900.5,2687910400.0,2839337028.266667,-0.625506591796875
35,1.6943133036295572,0.9820559183756511,297.7874231974284,300.31115671793617,0.0004663438846667608,0.199897034962972,0.1273147741953532,0.13855721155802408,7.412939642866452e-08,-4.109460860490799e-07,2245.897395833333,2.9292805989583335,0.0016661494970321654,-0.00015870692829291025,-1061.96484375,794.9973958333334,1359134.4752604167,2685057877.3333335,2833662242.133333,2658203.8,2685058525.866667,2835021329.0666666,-0.4455057779947917
36,1.6349609375,0.9174547831217448,297.71837361653644,300.23362223307294,0.0005232800419131914,0.19064640204111735,0.1311805248260498,0.13499437967936198,8.750512885550658e-07,-7.605801026026408e-10,2134.22734375,3.9670735677083333,0.0007721891005833943,-0.00018935663004716237,-1212.5588541666666,450.43072916666665,1351751.8249023438,2679087411.2,2826455321.6,2652381.0833333335,2679087633.0666666,2827806344.5333333,-0.4548955281575521
37,1.478874969482422,1.0238784790039062,297.6722203572591,300.2993738810221,0.0005113713443279267,0.16172050635019938,0.12150979042053223,0.12638994852701824,1.0592824158569176e-06,3.8815196603536604e-07,1526.24921875,3.106575520833333,-0.002145370841026306,-0.00015037053575118383,-1710.2729166666666,-562.7627604166667,1366887.2339680989,2680699281.0666666,2827591313.0666666,2654026.8333333335,2680699904.0,2828958745.6,-0.5197639465332031
38,1.4269213358561197,1.240984598795573,297.78089447021483,300.4605097452799,0.0005102373038729032,0.13997055689493815,0.12567032178243,0.10701338450113933,5.750218406319618e-07,-1.0119595875342687e-07,1854.2520833333333,3.2129720052083335,0.0003024488687515259,-0.00016794055700302123,-1160.1927083333333,280.9036458333333,1465065.891389974,2686192307.2,2834202052.266667,2659383.533333333,2686192025.6,2835666244.266667,-0.4643458048502604
39,1.647742462158203,0.9107566833496094,297.68399810791016,300.44559377034506,0.00045223130534092587,0.15257060527801514,0.12331569194793701,0.1093430201212565,6.910529918968678e-07,5.000426123539607e-08,1986.6002604166667,3.165673828125,0.0017639458179473876,-0.00013006267448266348,-732.0552083333333,931.79140625,1492056.1470052083,2683267865.6,2829387665.0666666,2656652.0833333335,2683268232.5333333,2830879573.3333335,-0.4828984578450521
40,1.7668352762858073,0.6849639892578125,297.5923126220703,300.42567545572916,0.00048380295435587566,0.15146235624949136,0.12183727423350016,0.09470653533935547,1.2776154714326064e-06,3.171114561458429e-07,1824.3822916666666,2.943375651041667,-7.2588523228963215e-06,-0.00011156443506479263,-1203.0625,349.96328125,1488277.6166666667,2678760832.0,2823994837.3333335,2652249.091666667,2678761403.733333,2825482615.4666667,-0.523687998453776
