,mslp
0,100855.9375
1,100773.8125
2,100628.0625
3,100678.1875
4,100821.5625
5,100790.625
6,100556.8125
7,100565.3125
8,100736.125
9,100811.5625
10,100680.0
11,100690.0625
12,100788.75
13,100799.6875
14,100566.5625
15,100550.125
16,100645.9375
17,100666.125
18,100506.75
19,100418.5625
20,100488.1875
21,100498.75
22,100203.75
23,100126.25
24,100372.3125
25,100424.75
26,100209.9375
27,100092.125
28,100434.5625
29,100467.5
30,100231.375
31,100177.1875
32,100294.25
33,100423.4375
34,100312.0
35,100304.0
36,100506.0625
37,100547.5
38,100288.1875
39,100285.375
40,100519.5625
41,100611.75
42,100491.0
43,100429.25
44,100649.6875
45,100794.375
46,100514.1875
47,100485.375
48,100617.75
49,100725.125
50,100478.1875
51,100447.4375
52,100552.9375
53,100627.6875
54,100397.6875
55,100338.1875
56,100490.4375
57,100575.0
58,100372.5625
59,100386.25
60,100582.5625
61,100734.3125
62,100513.625
63,100415.9375
64,100642.125
65,100708.5
66,100624.625
