,mslp
0,100785.0
1,100612.0
2,100506.9375
3,100761.75
4,100857.9375
5,100689.75
6,100520.875
7,100682.875
8,100769.5
9,100554.375
10,100390.9375
11,100558.3125
12,100605.5625
13,100457.375
14,100261.25
15,100389.625
16,100474.875
17,100256.9375
18,100107.875
19,100262.3125
20,100373.125
21,100158.3125
22,99974.375
23,100105.5
24,100231.75
25,99952.5625
26,99781.0
27,99891.6875
28,99995.625
29,99811.5
30,99670.875
31,99763.5
32,99817.125
33,99596.3125
34,99425.3125
35,99469.5625
36,99500.1875
37,99381.75
38,99162.625
39,99261.625
40,99286.8125
41,98977.5
42,98739.5
43,98531.5
44,98493.0625
45,98184.875
46,97926.4375
47,97659.0
48,97558.8125
49,97282.375
50,97135.75
51,97198.75
52,97134.125
53,96901.375
54,96757.0625
55,96913.8125
56,97150.125
57,97151.375
58,96970.125
59,97111.375
60,97211.6875
61,97140.1875
62,96766.125
63,96851.8125
64,96571.125
65,96402.375
66,96259.8125
67,96080.125
68,95852.6875
69,95709.6875
70,94885.125
71,95389.4375
72,95782.3125
73,95765.25
74,95793.4375
75,95546.125
76,95916.5
77,95889.9375
78,95545.75
79,95718.9375
80,95745.75
81,95793.625
82,95501.5625
83,95360.625
84,95625.3125
85,95412.5
86,95192.4375
87,95172.9375
88,96078.4375
89,96042.4375
90,95794.0
91,95753.4375
92,95797.9375
93,95831.6875
94,95928.6875
95,96227.0
96,96845.625
97,96731.75
98,96598.0625
99,96794.125
100,96962.0625
101,97073.9375
102,97260.4375
103,97482.25
104,97469.6875
105,97345.5
106,97232.0
107,97493.0
108,97775.75
109,97693.75
110,97693.75
111,97845.4375
112,98340.625
113,98400.1875
114,98437.75
115,98675.125
116,99204.125
117,99156.5625
118,99225.3125
119,99256.5
120,99430.5
121,99381.6875
122,99463.5
123,99754.6875
124,99937.5625
125,100009.8125
126,100270.625
127,100504.875
128,100552.3125
