,mslp
0,101069.0625
1,101028.875
2,100914.625
3,101022.0
4,101167.0625
5,101142.75
6,101098.5
7,101185.6875
8,101186.6875
9,101180.625
10,101040.5625
11,101064.125
12,101177.1875
13,101125.0625
14,101026.375
15,101027.3125
16,100921.875
17,100797.5625
18,100682.0625
19,100661.375
20,100607.375
21,100479.1875
22,100408.3125
23,100437.625
24,100366.375
25,100328.0
26,100267.9375
27,100237.6875
28,100184.5
29,100072.8125
30,99971.375
31,99984.6875
32,99957.625
33,99861.1875
34,99715.0
35,99657.4375
36,99531.5
37,99394.875
38,99284.8125
39,99275.1875
40,99188.625
41,99075.4375
42,98915.875
43,98898.75
44,98892.25
45,98774.8125
46,98672.6875
47,98629.9375
48,98614.4375
49,98480.875
50,98305.1875
51,98240.0625
52,98087.3125
53,97819.3125
54,97586.8125
55,97345.4375
56,97228.5625
57,97121.375
58,96922.875
59,96980.75
60,97014.125
61,96412.875
62,95821.125
63,95401.75
64,95528.4375
65,95738.625
66,95895.75
67,96280.125
68,96657.875
69,96933.9375
70,97304.0625
71,97640.625
72,97801.1875
73,97963.1875
74,98005.5625
75,98128.5625
76,98158.0625
77,98309.4375
78,98540.1875
79,98816.75
80,99034.4375
81,99156.9375
82,99274.875
83,99534.0625
84,99633.9375
85,99768.25
86,99874.25
87,100024.0
88,100125.375
89,100252.0625
90,100280.0625
91,100405.9375
92,100470.75
93,100462.625
94,100515.1875
95,100637.625
96,100707.8125
97,100795.5
98,100832.125
99,100962.6875
100,101051.8125
101,101098.5
102,101217.0
103,101325.0
104,101381.5625
105,101406.1875
106,101360.3125
107,101513.5625
108,101647.8125
