,mslp
0,100730.6875
1,100763.875
2,100885.1875
3,100926.625
4,100799.0
5,100845.9375
6,100972.0625
7,100949.1875
8,100791.3125
9,100829.875
10,100897.625
11,100870.125
12,100723.5625
13,100707.25
14,100656.4375
15,100601.75
16,100426.9375
17,100400.875
18,100508.8125
19,100396.4375
20,100211.0625
21,100141.8125
22,99859.9375
23,99703.0625
24,99398.75
25,99265.9375
26,99228.5625
27,99090.8125
28,98830.9375
29,98708.6875
30,98625.8125
31,98457.875
32,98249.6875
33,98171.4375
34,98214.8125
35,98211.0
36,98023.8125
37,97946.625
38,97576.4375
39,97366.875
40,97096.5625
41,96981.6875
42,96996.25
43,97009.5625
44,96837.6875
45,97187.3125
46,97885.875
47,98076.0625
48,97781.8125
49,97598.3125
50,97956.625
51,98063.0625
52,98091.5625
53,98359.375
54,98910.25
55,99210.625
56,99203.25
57,99371.75
58,99651.875
59,99963.4375
60,99962.0
61,100080.3125
62,100242.5
63,100354.5
64,100192.4375
65,100044.4375
66,100170.6875
67,100445.6875
68,100381.5625
