,mslp
0,100001.875
1,100102.0625
2,100102.0625
3,100024.5
4,99957.8125
5,100012.375
6,100154.1875
7,100060.875
8,99970.25
9,100017.5
10,100005.9375
11,99940.875
12,99863.1875
13,99903.25
14,99896.5
15,99854.875
16,99742.0625
17,99794.625
18,99866.4375
19,99913.5625
20,99822.375
21,99917.5625
22,100013.5625
23,100054.8125
24,99990.0
25,100097.5625
26,100098.6875
27,100009.375
28,99922.6875
29,99925.375
30,100109.0625
31,100116.75
32,100063.6875
33,99992.5625
34,100049.0
35,99961.6875
36,99852.75
37,99740.8125
38,99642.0625
39,99351.3125
40,99162.6875
41,99087.6875
42,99024.75
43,98694.4375
44,98602.5
45,98647.5
46,98816.375
47,98745.625
48,98860.9375
49,99068.0625
50,99236.875
51,99305.375
52,99377.8125
53,99531.0625
54,99705.5625
55,99705.25
56,99825.25
57,99967.5
58,100005.125
59,100047.125
60,100091.8125
61,100173.25
62,100240.0625
63,100221.5
64,100214.625
65,100212.4375
66,100189.0
67,100099.125
68,100024.75
69,100007.25
70,99955.0
71,99815.0625
72,99795.6875
73,99756.4375
74,99799.5625
