,mslp
0,100885.25
1,100852.875
2,100729.125
3,100755.5
4,100791.75
5,100719.875
6,100595.75
7,100685.0625
8,100805.875
9,100765.875
10,100584.1875
11,100598.875
12,100624.1875
13,100576.625
14,100304.125
15,100349.9375
16,100351.125
17,100251.1875
18,100076.75
19,100148.4375
20,100094.3125
21,99923.75
22,99708.3125
23,99763.5625
24,99747.1875
25,99639.875
26,99510.25
27,99483.8125
28,99322.5
29,99286.875
30,99190.875
31,99187.8125
32,99170.75
33,99157.75
34,99013.125
35,98948.5625
36,98555.6875
37,98312.9375
38,97997.1875
39,97870.0625
40,97656.5
41,97815.5625
42,97848.125
43,97798.625
44,97927.8125
45,97999.0
46,97845.0
47,97849.875
48,97918.0
49,98463.0625
50,98715.125
51,99153.3125
52,99690.75
53,99953.4375
54,99950.0625
