,mslp
0,100346.5625
1,100500.6875
2,100526.0
3,100426.5
4,100271.0625
5,100360.125
6,100319.0
7,100165.875
8,100141.3125
9,100235.5625
10,100296.875
11,100155.875
12,100098.125
13,100188.1875
14,100183.75
15,99945.625
16,99856.625
17,99942.0
18,99989.9375
19,99810.125
20,99651.8125
21,99780.125
22,99785.9375
23,99573.8125
24,99480.625
25,99560.9375
26,99499.8125
27,99423.75
28,99260.125
29,99192.0
30,99029.75
31,98857.5625
32,98680.875
33,98586.4375
34,98418.625
35,98178.25
36,97899.3125
37,97876.25
38,97845.5625
39,97695.375
40,97526.5
41,97657.125
42,97559.0625
43,97605.5625
44,97416.0
45,97395.1875
46,97429.875
47,97144.125
48,96913.625
49,96879.75
50,96951.4375
51,96894.5625
52,96657.125
53,96586.8125
54,96868.0625
55,96627.5
56,96396.4375
57,96582.9375
58,96571.0625
59,96624.9375
60,96656.875
61,96665.6875
62,96688.25
63,96624.1875
64,96408.9375
65,96519.75
66,96656.5
67,96683.5
68,96643.25
69,96909.75
70,96875.1875
71,96708.125
72,96688.4375
73,96724.3125
74,96916.0
75,96957.6875
76,97242.6875
77,97676.6875
78,97945.6875
79,97894.0
80,98000.4375
81,98512.1875
82,98929.9375
83,99156.625
84,99167.8125
85,99316.75
86,99761.3125
87,99667.25
88,99596.75
89,99778.1875
90,100006.0625
91,100054.0625
92,99985.375
93,100067.375
94,100253.1875
95,100194.8125
96,100049.6875
97,100069.1875
98,100042.5
