,mslp
0,100584.3125
1,100670.5
2,100619.875
3,100478.1875
4,100304.5
5,100386.5
6,100371.375
7,100211.375
8,100035.875
9,99997.625
10,99843.875
11,99670.375
12,99542.5625
13,99599.25
14,99447.0625
15,99231.0625
16,99161.3125
17,99250.625
18,99087.875
19,98925.0
20,98724.6875
21,98728.5
22,98592.4375
23,98391.1875
24,98323.5
25,98405.8125
26,98307.5
27,98185.375
28,98043.6875
29,98063.625
30,98032.125
31,97875.0625
32,97843.0
33,97905.625
34,97917.0625
35,97768.8125
36,97671.1875
37,97686.4375
38,97494.25
39,97433.75
40,97439.4375
41,97407.1875
42,97413.1875
43,97222.8125
44,97023.6875
45,97038.125
46,97086.125
47,96991.3125
48,96878.25
49,96806.25
50,96745.4375
51,96676.125
52,96607.1875
53,96652.5
54,96780.6875
55,96674.1875
56,96487.4375
57,96403.25
58,96681.25
59,96539.5625
60,96496.3125
61,96386.6875
62,96535.125
63,96588.6875
64,96590.375
65,96587.875
66,96578.6875
67,96339.25
68,96048.4375
69,95890.0625
70,95899.875
71,95841.375
72,95693.25
73,95556.0625
74,95885.5625
75,95932.0
76,95959.4375
77,96161.8125
78,96447.6875
79,96909.0625
80,97698.1875
81,98179.4375
82,98762.8125
83,98775.75
84,98799.3125
85,98891.875
86,99249.125
87,99264.625
88,99447.125
89,99644.375
90,99944.3125
