,u10,v10,2mdewtmp,2mtmp,conv_ppt,tot_cld_ice,tot_cldwtr,tot_cld_rain,vi_div_cld_froz_wtr,vi_div_cld_liq_wtr,vi_div_gpot_flux,vi_div_ke_flux,vi_div_mass_flux,vi_div_moisture_flux,vi_div_olr_flux,vi_div_tot_enrgy_flux,vi_ke,vi_pe_inte,vi_pe_ie_latentenrgy,vi_temp,vi_olr,vi_tot_enrgy,vi_moisture_div
0,-1.9954566955566406,3.6158828735351562,296.6407012939453,299.1893310546875,0.0007794434204697609,0.09567523002624512,0.12821102142333984,0.036112308502197266,1.4901161193847656e-08,-9.313225746154785e-09,1870.1875,-0.1995849609375,0.0006928294897079468,-0.0001665353775024414,-1177.56640625,306.65625,331805.0,2690204800.0,2836764416.0,2663552.875,2690180352.0,2837095424.0,-1.0571556091308594
1,-2.4224395751953125,4.276588439941406,296.64910888671875,299.11739349365234,0.0005123941227793694,0.07255172729492188,0.1102677583694458,0.03353118896484375,6.686896085739136e-07,6.021000444889069e-07,932.87890625,-0.27001953125,-0.0015452802181243896,-7.476843893527985e-05,-1206.1328125,-449.5859375,339280.09771728516,2694514688.0,2840931200.0,2667841.5,2694485504.0,2841271168.0,-0.473419189453125
2,-2.5951385498046875,5.186279296875,296.9120101928711,299.74214935302734,0.0007272055372595787,0.10616493225097656,0.09687376022338867,0.040531158447265625,-1.0401709005236626e-06,3.9848964661359787e-07,1688.11328125,-2.41162109375,-0.001194491982460022,-0.000157233327627182,-1548.22265625,-277.93359375,438445.1875,2698079872.0,2845278336.0,2671339.375,2698043136.0,2845716992.0,-0.8177986145019531
3,-2.9858322143554688,4.831184387207031,296.9094772338867,299.3195114135742,0.0010475050657987595,0.13240694999694824,0.08422791957855225,0.04324531555175781,-2.7834903448820114e-07,7.008202373981476e-08,2149.6953125,-2.892333984375,0.0015135705471038818,-0.0001758132129907608,-1136.328125,576.2890625,496753.1706542969,2695080576.0,2842669184.0,2668317.625,2695039360.0,2843165184.0,-1.0888671875
4,-2.7369422912597656,4.795280456542969,296.76551055908203,299.4564437866211,0.0006936946883797646,0.13352632522583008,0.09991264343261719,0.05826282501220703,1.2442469596862793e-06,-1.4365650713443756e-07,2970.21875,-0.4443359375,-0.0003638267517089844,-0.00034651532769203186,-2185.96484375,-37.24609375,501336.5625,2693191040.0,2841019392.0,2666414.375,2693148160.0,2841523200.0,-0.7958526611328125
5,-2.9850540161132812,4.67742919921875,296.76648712158203,299.48128509521484,0.0008311057463288307,0.19142472743988037,0.11600828170776367,0.1247100830078125,8.204369805753231e-07,-4.6624336391687393e-07,2622.08984375,0.467529296875,-0.00039955973625183105,-0.00021914392709732056,-2053.75,1.68359375,511334.75,2695455616.0,2843265408.0,2668667.75,2695407744.0,2843775872.0,-0.9768524169921875
6,-3.5162506103515625,4.746543884277344,296.9050598144531,300.05271911621094,0.0005928892642259598,0.190102219581604,0.11986541748046875,0.14806461334228516,3.6193523555994034e-07,-1.0638032108545303e-06,3079.80078125,-0.913330078125,0.00018137693405151367,-0.0002863015979528427,-2228.921875,167.171875,575768.3125,2701381504.0,2848578688.0,2674621.75,2701342080.0,2849153792.0,-0.9810333251953125
7,-3.2141876220703125,5.2895355224609375,297.00269317626953,300.1664276123047,0.0004468066617846489,0.26937127113342285,0.18532061576843262,0.2610006332397461,4.66126948595047e-07,-3.9814040064811707e-08,4213.24609375,-1.323974609375,0.0023967474699020386,-0.0003911582753062248,-2136.4921875,1090.8828125,604439.1877441406,2699179520.0,2847636736.0,2672320.125,2699145984.0,2848240896.0,-1.0833740234375
8,-3.0391616821289062,5.126533508300781,297.16956329345703,300.03045654296875,0.0004898812621831894,0.32794487476348877,0.19235897064208984,0.31070470809936523,-2.505257725715637e-07,-6.553018465638161e-07,4182.95703125,-1.578857421875,0.0006175786256790161,-0.0003842432051897049,-2779.1640625,494.9140625,588982.1870117188,2697164672.0,2845499904.0,2670350.25,2697160064.0,2846087936.0,-1.180328369140625
9,-4.382286071777344,4.906307220458984,297.3660888671875,299.6690902709961,0.0006705904379487038,0.29514598846435547,0.1636819839477539,0.2212963104248047,1.8647406250238419e-06,-5.2852556109428406e-08,2680.953125,-1.85009765625,-0.001187846064567566,-0.00031931884586811066,-2210.453125,-375.9609375,598931.2504882812,2700637184.0,2849412864.0,2673756.75,2700634240.0,2850012032.0,-0.8971443176269531
10,-4.8841705322265625,4.459300994873047,297.2535171508789,299.9097595214844,0.0009300308302044868,0.1435297727584839,0.20724737644195557,0.22181034088134766,8.546630851924419e-07,5.747424438595772e-07,3830.234375,-3.135009765625,0.0009268075227737427,-0.0004968456923961639,-2299.875,280.02734375,643293.25,2704392064.0,2854672896.0,2677360.375,2704393728.0,2855315584.0,-1.4118537902832031
11,-5.063606262207031,5.1963653564453125,297.1961364746094,299.6626663208008,0.0011315401643514633,0.18152081966400146,0.2571265697479248,0.2655601501464844,5.907495506107807e-07,-1.6220146790146828e-06,4949.54296875,-6.321044921875,0.001971632242202759,-0.0005784686654806137,-2835.7578125,673.92578125,698655.2499389648,2701104512.0,2851348224.0,2674093.625,2701106176.0,2852048640.0,-1.8551559448242188
12,-4.833644866943359,4.639007568359375,297.19354248046875,299.97891998291016,0.0006427951157093048,0.265308141708374,0.27690720558166504,0.38466835021972656,2.681685145944357e-06,-3.969529643654823e-06,5496.1953125,-6.596435546875,-0.0011531710624694824,-0.0006938707083463669,-4063.90234375,-288.3125,692309.8883056641,2698795136.0,2849079296.0,2671795.125,2698798976.0,2849772416.0,-1.3959922790527344
13,-4.523895263671875,4.394626617431641,297.3085174560547,300.0552444458008,0.0013376176357269287,0.29353272914886475,0.17226779460906982,0.32646751403808594,2.8044451028108597e-06,-1.3400567695498466e-06,5385.6953125,-5.04052734375,-0.0007963031530380249,-0.0005702357739210129,-4044.203125,-101.3515625,693249.7358398438,2699745920.0,2849102720.0,2672820.375,2699747712.0,2849795328.0,-2.0055885314941406
