,mslp
0,100516.6875
1,100290.625
2,100267.0625
3,100388.6875
4,100461.9375
5,100347.125
6,100238.125
7,100356.6875
8,100380.125
9,100157.5
10,100005.0
11,100138.5625
12,100138.9375
13,99998.6875
14,99794.125
15,99843.0625
16,99996.625
17,99748.0625
18,99455.4375
19,99482.0625
20,99543.1875
21,99379.125
22,99229.0
23,99319.1875
24,98887.625
25,98741.875
26,98547.5
27,98579.9375
28,98762.625
29,98629.5
30,98424.75
31,98366.75
32,98298.5625
33,98009.0625
34,97828.4375
35,97852.25
36,97601.4375
37,97541.75
38,97447.125
39,97452.4375
40,97414.0
41,97266.5625
42,97229.5625
43,97053.875
44,97264.125
45,97239.9375
46,97147.5625
47,97142.3125
48,97413.0
49,97287.1875
50,97268.5
51,97339.4375
52,97549.9375
53,97667.6875
54,97781.8125
55,98024.1875
56,98241.8125
57,98119.6875
58,98186.6875
59,98448.1875
60,98717.6875
