,mslp
0,100476.6875
1,100565.125
2,100666.25
3,100476.625
4,100336.5
5,100415.3125
6,100471.625
7,100406.1875
8,100217.25
9,100264.9375
10,100231.1875
11,99988.0
12,99772.75
13,99824.8125
14,99851.1875
15,99690.5625
16,99462.0
17,99452.25
18,99462.125
19,99268.25
20,99020.625
21,98951.3125
22,98805.6875
23,98593.25
24,98301.5
25,98121.5
26,98069.8125
27,97898.875
28,97594.3125
29,97402.1875
30,97771.3125
31,97663.375
32,97397.0625
33,97160.375
34,97542.3125
35,97837.875
36,97657.25
37,97695.625
38,98075.5
39,97761.3125
40,97497.0
41,97907.8125
42,98267.75
43,98228.3125
44,97844.75
45,98098.8125
46,98599.25
47,98851.0
48,98882.25
49,99203.5625
50,99211.5
51,98876.75
52,98466.5625
53,98483.875
54,98602.0
55,98596.4375
56,98578.9375
57,98628.5
58,99055.75
59,99193.875
60,99139.75
61,99252.625
62,99514.3125
63,99590.4375
64,99535.75
65,99644.25
66,99826.9375
