,mslp
0,100866.375
1,100701.9375
2,100636.75
3,100752.9375
4,100805.9375
5,100708.25
6,100604.6875
7,100678.4375
8,100757.4375
9,100591.0
10,100445.9375
11,100534.4375
12,100794.6875
13,100688.625
14,100554.75
15,100635.5
16,100672.5
17,100516.0
18,100382.0625
19,100402.625
20,100372.0
21,100260.3125
22,100096.1875
23,100136.75
24,100191.3125
25,100101.375
26,99866.375
27,99916.875
28,99762.5625
29,99698.75
30,99563.8125
31,99589.5625
32,99573.4375
33,99466.75
34,99363.25
35,99364.125
36,99340.25
37,99430.5625
38,99217.0
39,99106.5
40,99237.25
41,99278.0
42,99123.875
43,99120.375
44,99024.75
45,98884.25
46,98911.625
47,98904.125
48,99126.1875
49,99185.75
50,99104.8125
51,99143.9375
52,99130.6875
53,99132.625
54,99032.3125
55,99036.0
56,98967.3125
57,98876.875
58,98755.5
59,98654.375
60,98931.5
61,99099.9375
62,98937.875
63,98972.6875
64,99151.9375
65,99144.625
66,99094.5
67,99114.0625
68,99262.1875
69,99378.4375
70,99209.625
71,99214.8125
72,99487.5
73,99504.75
74,99456.9375
75,99364.5
76,99571.125
77,99741.0
78,99725.1875
79,99755.375
80,99924.6875
81,99951.6875
82,99854.1875
83,99566.9375
84,99583.25
85,99911.8125
86,99834.375
87,99726.3125
88,99856.0625
89,99919.5625
90,99801.3125
91,99758.625
92,99825.75
93,99993.875
94,99964.125
95,99900.8125
96,100037.5625
