,mslp
0,100419.3125
1,100649.0
2,100547.8125
3,100394.5625
4,100332.875
5,100535.9375
6,100429.875
7,100183.9375
8,100208.1875
9,100381.6875
10,100267.0
11,100001.6875
12,99912.125
13,99976.75
14,100092.375
15,99826.25
16,99800.6875
17,99899.0
18,99989.3125
19,99764.1875
20,99639.125
21,99830.1875
22,99765.375
23,99501.75
24,99470.375
25,99653.5625
26,99446.75
27,99238.0
28,99117.1875
29,99256.25
30,99108.4375
31,98827.3125
32,98778.0
33,98870.375
34,98812.625
35,98520.9375
36,98260.0
37,98128.25
38,97970.125
39,97516.6875
40,97383.375
41,97358.6875
42,96863.8125
43,96289.3125
44,96487.8125
45,96717.3125
46,96703.5
47,96562.625
48,96223.1875
49,96373.75
50,96621.5625
51,95944.0625
52,95726.125
53,95968.0625
54,97328.0
55,97134.1875
56,97450.6875
57,97674.25
58,97205.1875
59,97085.125
60,96910.6875
61,96577.3125
62,96312.0625
63,96034.5
64,95737.9375
65,95793.0
66,95442.9375
67,95002.5625
68,94785.8125
69,95150.875
70,95188.3125
71,95348.1875
72,95577.0
73,97097.375
74,98275.6875
75,98826.1875
76,99058.625
77,99350.625
78,100029.875
79,100041.8125
80,100298.125
81,100566.3125
82,100882.3125
83,100822.5625
84,100645.0625
