,mslp
0,100772.0625
1,100688.0625
2,100606.375
3,100797.75
4,100769.6875
5,100634.875
6,100578.4375
7,100743.9375
8,100885.125
9,100841.5
10,100767.625
11,100891.9375
12,101031.6875
13,100838.0625
14,100687.1875
15,100852.4375
16,100922.4375
17,100745.1875
18,100713.1875
19,100808.0625
20,100942.125
21,100776.0
22,100668.4375
23,100756.0625
24,100786.625
25,100666.4375
26,100612.125
27,100718.375
28,100779.1875
29,100596.9375
30,100547.0
31,100588.125
32,100729.375
33,100617.4375
34,100476.25
35,100540.875
36,100624.0
37,100439.8125
38,100321.4375
39,100413.3125
40,100529.3125
41,100342.0625
42,100223.8125
43,100303.4375
44,100339.375
45,100163.875
46,99995.5
47,100019.9375
48,100172.3125
49,100091.0625
50,99889.3125
51,99923.9375
52,99902.5625
53,99787.6875
54,99575.25
55,99555.5625
56,99724.0625
57,99679.375
58,99433.125
59,99457.625
60,99530.5625
61,99476.625
62,99334.0625
63,99325.875
64,99475.25
65,99464.625
66,99317.125
67,99360.625
68,99433.25
69,99378.25
70,99250.5625
71,99202.0
72,99364.75
73,99303.125
74,99089.9375
75,99045.6875
76,98873.875
77,98651.0
78,98365.8125
79,98291.9375
80,98076.5625
81,98075.9375
82,97988.4375
83,98073.0
84,98136.375
85,98212.75
86,98163.4375
87,98190.9375
88,98318.3125
89,98392.0
90,98436.3125
91,98538.8125
92,98575.9375
93,98557.875
94,98519.375
95,98524.3125
96,98712.125
97,98637.625
98,98596.1875
99,98620.375
100,98389.5
101,98220.0
102,98044.0
103,98073.0625
104,98204.3125
105,98242.4375
106,98291.9375
107,98483.4375
108,98604.625
109,98654.875
110,98739.0
111,98883.25
112,99051.0
113,99086.375
114,99123.0625
115,99298.6875
116,99349.3125
117,99346.75
118,99262.875
