,mslp
0,100964.375
1,100845.0625
2,100820.3125
3,100921.625
4,101015.75
5,100904.125
6,100847.75
7,100935.25
8,101053.375
9,100955.1875
10,100847.25
11,100931.8125
12,100949.0
13,100719.5
14,100545.1875
15,100507.8125
16,100621.1875
17,100429.4375
18,100272.8125
19,100281.5625
20,100007.625
21,99869.4375
22,99683.5
23,99712.5
24,99622.6875
25,99397.4375
26,99071.3125
27,98836.0
28,98412.125
29,98040.5
30,97814.3125
31,97721.3125
32,97636.6875
33,97460.75
34,97353.1875
35,97341.1875
36,97164.125
37,96916.6875
38,96579.3125
39,96520.75
40,96229.5625
41,96170.0
42,96253.8125
43,96272.3125
44,96245.875
45,96185.4375
46,95960.875
47,96123.75
48,96144.625
49,96052.5
50,96132.0625
51,96279.0
52,96562.25
53,96528.25
54,96399.9375
55,96428.125
56,96358.5
57,96285.1875
58,96324.0625
59,96392.375
60,96503.375
61,96528.875
62,96651.375
63,96857.5
64,96939.125
65,97010.25
66,97030.75
67,97044.8125
68,97233.9375
