,mslp
0,100862.375
1,100931.25
2,100745.0
3,100678.25
4,100895.3125
5,100963.9375
6,100853.125
7,100748.8125
8,100958.5625
9,100976.1875
10,100765.1875
11,100731.5
12,100919.875
13,100970.5625
14,100647.8125
15,100625.625
16,100778.75
17,100815.625
18,100491.75
19,100471.875
20,100697.25
21,100734.1875
22,100602.4375
23,100514.3125
24,100741.9375
25,100754.9375
26,100489.125
27,100462.3125
28,100679.875
29,100710.4375
30,100585.4375
31,100457.75
32,100601.5625
33,100664.8125
34,100429.1875
35,100412.625
36,100605.6875
37,100663.75
38,100536.875
39,100487.5
40,100543.25
41,100539.6875
42,100374.5625
43,100338.1875
44,100565.9375
45,100605.9375
46,100570.5
47,100396.875
48,100518.625
49,100579.1875
50,100333.5
51,100249.9375
52,100437.9375
53,100508.3125
54,100281.4375
55,100171.375
56,100296.375
57,100357.625
58,100098.8125
59,100001.5
60,100134.6875
61,100245.375
62,100020.375
63,99885.625
64,100017.9375
65,100131.375
66,99847.75
67,99735.3125
68,99843.4375
69,99894.6875
70,99683.25
71,99443.3125
72,99533.0
73,99630.9375
74,99377.5625
75,99092.4375
76,99049.25
77,99202.0625
78,98925.125
79,98654.8125
80,98780.375
81,98974.125
82,98808.8125
83,98653.5625
84,99039.3125
85,99370.375
86,99281.5
87,99250.3125
88,99357.0625
89,99512.875
90,99185.25
91,98943.8125
92,99220.0625
93,99485.875
94,99574.75
95,99419.6875
96,99202.1875
97,99059.375
98,98938.625
99,99182.5625
100,99568.0625
101,99911.0
102,100147.1875
103,99986.5625
104,99729.5625
105,99875.6875
106,99959.125
107,99939.625
108,100154.4375
109,100183.375
110,100077.8125
111,100122.0625
112,100233.4375
113,100425.125
114,100654.625
115,100635.25
116,100786.8125
117,100909.5625
118,100888.5625
119,100842.5
120,100940.25
