,mslp
0,100826.25
1,100711.1875
2,100645.1875
3,100854.5625
4,100921.4375
5,100726.75
6,100665.125
7,100817.5625
8,100851.5
9,100712.0625
10,100614.0625
11,100732.75
12,100770.25
13,100538.125
14,100465.625
15,100613.8125
16,100657.125
17,100488.125
18,100402.8125
19,100556.5625
20,100723.125
21,100540.25
22,100460.875
23,100563.875
24,100506.0625
25,100322.75
26,100152.0625
27,100226.0
28,100238.875
29,100097.1875
30,99914.375
31,99983.3125
32,100189.5625
33,99992.75
34,99823.375
35,99843.0625
36,99842.3125
37,99669.5
38,99475.3125
39,99474.3125
40,99465.375
41,99291.5625
42,99092.4375
43,99096.1875
44,99170.5625
45,98949.6875
46,98683.3125
47,98558.25
48,98479.125
49,98245.625
50,98076.5625
51,98078.3125
52,97976.5625
53,97781.25
54,97549.0625
55,97376.5
56,97304.8125
57,97060.8125
58,96949.3125
59,96871.0
60,96738.5625
61,96395.75
62,96360.875
63,96407.0
64,96209.6875
65,96271.875
66,96420.0
67,96589.4375
68,97056.6875
69,97134.6875
70,97220.6875
71,97398.875
72,97569.9375
73,97643.5625
74,97672.4375
75,97814.375
76,98163.3125
77,98298.6875
78,98321.8125
79,98517.6875
80,98725.0625
81,98777.3125
82,98685.6875
83,98661.375
84,98556.5
85,98547.9375
86,98484.1875
87,98551.3125
88,98471.3125
89,98379.25
90,98337.6875
91,98461.0
92,98541.875
93,98574.25
94,98635.8125
95,98690.3125
96,98645.8125
97,98672.9375
98,98711.75
99,98777.6875
100,98808.1875
101,98815.9375
102,98814.1875
103,98843.375
104,98910.75
105,98827.5625
106,98880.75
107,98981.3125
108,98988.5
109,99001.1875
110,99008.375
111,99045.0625
112,99060.0
113,99007.625
114,99016.5
