,outcape,outinst_10m_wnd_gst,outinst_moisture_flux,outinst_ssh_flux,outsurfmean_swr_flux,outsurfmean_lhf,outsurfmean_lwr_flux,outsurfmean_shf,outdwnwrdmean_swr_flux,outtopmean_lwr_flux,outtopmean_swr_flux,outvimean_moisture_div,outsurf_lhf,outsurf_shf,outtot_suprcool_liqwtr,outtot_wtr_vpr
0,670.7212239583333,11.404036245743434,-8.845013217069208e-05,-19.22542724609375,267.4259969075521,-220.99927978515626,-44.82735799153646,-21.273771158854167,963.3435709635417,-214.25508829752604,666.6199300130208,-7.556372632582982e-05,-795597.0166666667,-76586.06666666667,0.03288093407948812,54.7470657090346
1,724.0547526041667,11.6753773594896,-8.56242705291758e-05,-19.032999674479168,9.42218017578125,-214.47375081380207,-43.69414469401042,-18.279158528645834,123.051318359375,-211.92042236328126,61.1896240234375,-0.00011678927888472876,-772104.4,-65805.03333333334,0.037165077527364095,55.32222442626953
2,634.9403526970955,11.88954306647367,-8.504546471558418e-05,-16.95901577898081,0.0,-211.0495635859699,-42.231217380381224,-19.53431138161307,0.0,-206.039477842972,0.0,-0.00013446925339362432,-759778.4273858921,-70323.98340248963,0.04051563057167402,56.07077643683343
3,648.9883138020833,12.114586640894412,-8.63358456020554e-05,-20.775618489583334,0.0,-211.245068359375,-43.01755167643229,-21.731840006510417,0.0,-194.7575236002604,0.0,-0.0001599299410978953,-760482.5,-78235.13333333333,0.04817005793253581,56.311666870117186
4,635.28427734375,12.46607233673955,-9.043410730858644e-05,-23.869807942708334,0.0,-217.93216145833333,-43.241739908854164,-24.692830403645832,0.0,-178.3073262532552,0.0,-0.00016047277798255286,-784555.7666666667,-88894.4,0.04461414813995361,55.96341394980748
5,665.9920247395834,13.209964234692356,-9.251963929273188e-05,-23.14541015625,0.13177083333333334,-232.19004720052084,-43.67494506835938,-23.830135091145834,4.474259440104166,-175.61242065429687,2.2615234375,-0.00016346375147501628,-835884.5,-85788.39166666666,0.050254138310750325,55.89466298421224
6,566.63369140625,13.208384961262345,-9.298445656895638e-05,-21.188041178385415,122.62505289713542,-234.23389078776043,-42.5660888671875,-21.865470377604165,747.2681315104167,-168.5244588216146,431.1228759765625,-0.00017416769017775853,-843241.55,-78715.76666666666,0.04706708590189616,56.41105441153049
7,642.36904296875,13.083161231378714,-9.438698568070928e-05,-22.344942220052083,236.64317626953124,-234.9084676106771,-41.448185221354166,-22.020674641927084,1230.5594075520833,-166.8159444173177,764.4849446614584,-0.00013423760732014973,-845670.9333333333,-79274.91666666667,0.05082044204076131,56.38335171043873
8,658.2629557291667,13.436908189952373,-9.53353630999724e-05,-22.923067220052083,142.4665974934896,-239.6949951171875,-40.31412353515625,-22.6607666015625,961.9972819010417,-166.05312906901042,553.348291015625,-9.732699642578761e-05,-862901.55,-81579.73333333334,0.04443368911743164,56.16936639000972
9,651.4502278645833,13.452023779476683,-9.292960360956689e-05,-21.619921875,7.014029947916667,-232.98301595052084,-39.81213175455729,-21.47230224609375,125.5135986328125,-166.48934936523438,55.997639973958336,-7.406709094842275e-05,-838738.65,-77299.76666666666,0.04703591664632161,55.88614681611458
