,shear_1000_200,shear_1000_300,shear_1000_500,shear_1000_700,shear_1000_850,shear_850_200,shear_850_250,shear_850_300,shear_850_500,shear_925_200,shear_925_250
0,12.628195268224227,9.205579689401201,5.337389084345584,4.264434391784016,3.390920419796991,14.172268497454933,12.60637191188677,10.500314774061554,6.006592032852738,13.803877349436515,12.402459589376425
1,12.180671571257214,9.067969828716013,5.286971830902621,4.224111172892541,3.3241529501693248,13.792856388442063,12.097757027422388,10.49706441196225,5.842353484590421,13.381631408247632,11.760508024397616
2,12.09345548862281,8.61762770426964,5.400164739250128,4.173300296039088,3.131305049941875,13.540332701833298,11.34307374340715,10.006799386247682,5.704068736696112,13.407492521412982,11.205666206138751
3,12.020900601660832,7.840457693491286,5.32538674401973,3.9831944552298713,3.0390005083783764,13.472113314790962,10.88768889485315,9.229661117981111,5.584650830072738,13.52149159941473,10.925753791482808
4,12.995914088600776,7.873264811028769,6.155237343057959,4.373893988590699,3.654629561745782,14.876846268147045,11.752630943416992,9.400506356568751,6.320123324202107,14.759207654784962,11.685826602558068
5,13.857033767073881,8.487187260851108,5.973704467814726,4.515298296471398,3.895392347854795,15.718641217171292,12.65538152899438,10.285091428637195,6.561686226182307,15.73845630709887,12.716935922081271
6,13.953301633626689,8.903113879946371,5.562172646567827,4.541260655206861,4.042080134574402,15.972732356058744,13.199444797410008,10.96175189425703,6.387846973449147,16.041518318039987,13.315532432157003
7,14.088009301580799,9.189538303841255,5.560391354790287,4.787418360561909,4.120058518419198,16.288047970896393,13.497455861760924,11.33780142532972,6.261736310861306,16.247585750716585,13.500647514049584
8,14.461632712821787,8.353474644296027,6.219901931552643,5.845841149132078,4.612121461519079,16.83830642612302,13.08147863575335,10.622790172560295,7.080751238867136,16.300308418204075,12.507508252817207
9,14.024881204820122,8.46751779554567,6.238757077569607,5.2335900777436715,4.257068500064391,16.424405139156928,12.927189779793844,10.68265676991626,7.013901307464888,16.142861041775905,12.564584319343945
10,13.172270045279529,8.612656446065584,5.946201701310398,4.724748111728973,4.269754472012821,15.580083659815282,12.494930345263656,10.710307833837167,6.8693669354137326,15.405487772629932,12.32525403137972
11,11.927420038349617,8.710133875386479,5.925100171465116,4.64359107867446,4.612721433907669,14.316119201900438,12.43706133258917,10.943690648773918,6.911176036441854,14.162956058738443,12.293364254645228
12,12.663669967387493,9.542945390413903,6.83991545845056,4.955409584324419,4.812641430244549,14.663923367904498,12.95806007728291,11.167135327208477,6.72961368263932,14.590790456948646,12.77470097647359
13,12.803008405057092,9.25687503105728,6.695624606963247,5.046371597448887,4.883547171291624,14.610240947074878,12.27695608624102,10.583125669082316,6.523191549101224,14.870058156476201,12.425768930527072
14,12.658584753365721,9.10083016800539,6.61161420397184,5.139192236520467,4.806681731329688,14.34252152714568,12.259891307315169,10.406824363806907,6.309033462530351,14.79210305030186,12.633717756027666
15,12.968604350598374,9.031751939946359,6.631512073245054,4.872085872341025,4.406665872086887,14.35951746207041,12.366539436997845,10.209313004939274,6.213787492698369,14.912168253360626,12.97505770282199
