,wind10
0,10.821310043334961
1,11.108548164367676
2,11.850335121154785
3,12.270936012268066
4,12.081257820129395
5,12.52231502532959
6,13.281697273254395
7,13.097916603088379
8,12.335342407226562
9,13.245226860046387
10,13.458815574645996
11,13.852458953857422
12,13.177595138549805
13,13.692041397094727
14,14.286094665527344
15,14.533909797668457
16,13.599690437316895
17,13.761821746826172
18,13.448819160461426
19,12.306225776672363
20,14.124212265014648
21,13.976958274841309
22,14.353662490844727
23,13.872415542602539
24,13.071337699890137
25,13.055477142333984
26,13.48964786529541
27,13.825289726257324
28,12.814346313476562
29,12.740806579589844
30,13.170516014099121
31,14.106063842773438
32,14.42843246459961
33,14.446427345275879
34,14.797253608703613
35,14.546573638916016
36,13.686877250671387
37,13.62774658203125
38,13.874550819396973
39,13.858105659484863
40,14.58577823638916
41,15.852132797241211
42,15.826740264892578
43,15.214838981628418
44,14.702849388122559
45,14.278909683227539
46,14.682394027709961
47,14.61372184753418
48,14.749651908874512
49,15.07364559173584
50,14.412008285522461
51,13.849050521850586
52,13.63134479522705
53,12.993796348571777
54,13.708680152893066
55,13.739855766296387
56,14.038229942321777
57,13.942676544189453
58,14.211030006408691
59,14.420103073120117
60,15.132808685302734
61,14.87876033782959
62,15.185392379760742
63,15.382455825805664
64,16.487340927124023
65,16.099319458007812
66,16.331886291503906
67,16.914838790893555
68,16.60035514831543
69,15.931853294372559
70,17.055511474609375
71,16.58427619934082
72,15.73703384399414
73,16.270631790161133
74,16.447307586669922
75,16.90945053100586
76,16.362211227416992
77,16.466066360473633
78,16.794736862182617
79,16.481008529663086
80,16.525712966918945
81,16.860477447509766
82,17.75998878479004
83,16.706932067871094
84,17.5278263092041
85,17.62737464904785
86,17.198291778564453
87,17.53056526184082
88,17.91811752319336
89,18.413497924804688
90,17.409414291381836
91,16.904220581054688
92,17.462087631225586
93,17.029172897338867
94,17.191848754882812
95,17.457033157348633
96,16.843246459960938
97,16.91835594177246
98,16.248416900634766
99,15.50255298614502
100,15.580655097961426
101,15.743959426879883
102,16.208209991455078
103,16.25554847717285
104,16.26396942138672
105,16.80940818786621
106,16.029457092285156
107,16.481584548950195
108,16.987537384033203
109,17.869237899780273
110,17.319602966308594
111,17.125158309936523
112,16.9541015625
113,15.372665405273438
114,15.421723365783691
115,15.137663841247559
116,14.122055053710938
117,13.583785057067871
118,13.282539367675781
119,12.419027328491211
120,12.399553298950195
121,12.09583854675293
122,10.630427360534668
123,10.256957054138184
124,9.15595531463623
125,9.203228950500488
126,8.424473762512207
127,7.328105926513672
128,8.279064178466797
