,div_50,div_100,div_200,div_250,div_300,div_400,div_500,div_600,div_700,div_800,div_850,div_925,div_1000,vor_10,vor_20,vor_30,vor_50,vor_70,vor_100,vor_150,vor_200,vor_250,vor_300,vor_400,vor_500,vor_600,vor_700,vor_800,vor_850,vor_900,vor_925,vor_950,vor_975,vor_1000,rh_10,rh_20,rh_30,rh_50,rh_70,rh_100,rh_150,rh_200,rh_250,rh_300,rh_400,rh_500,rh_600,rh_700,rh_800,rh_850,rh_900,rh_925,rh_950,rh_975,rh_1000,gpot_10,gpot_20,gpot_30,gpot_50,gpot_70,gpot_100,gpot_150,gpot_200,gpot_250,gpot_300,gpot_400,gpot_500,gpot_600,gpot_700,gpot_800,gpot_850,gpot_900,gpot_925,gpot_950,gpot_975,gpot_1000,temp_10,temp_20,temp_30,temp_50,temp_70,temp_100,temp_150,temp_200,temp_250,temp_300,temp_400,temp_500,temp_600,temp_700,temp_800,temp_850,temp_900,temp_925,temp_950,temp_975,temp_1000,vvel_10,vvel_20,vvel_30,vvel_50,vvel_70,vvel_100,vvel_150,vvel_200,vvel_250,vvel_300,vvel_400,vvel_500,vvel_600,vvel_700,vvel_850,vvel_925,vvel_975,vvel_1000
0,8.706701919436455e-06,1.3035140000283718e-05,9.848619811236858e-06,-3.6347191780805588e-06,6.660702638328075e-07,-1.1324300430715084e-06,-1.3583339750766754e-06,-1.1250958777964115e-06,-5.430541932582855e-06,-5.182926543056965e-06,-2.9872171580791473e-06,-4.683271981775761e-06,-8.882256224751472e-06,2.389353176113218e-05,-3.6382698453962803e-07,-1.278777199331671e-05,-9.281691745854914e-06,-1.1317897588014603e-06,-2.0709820091724396e-05,-2.2471853299066424e-05,-1.0955845937132835e-05,-2.136104740202427e-06,1.0719290003180504e-05,3.15613579005003e-05,4.30508516728878e-05,4.618475213646889e-05,6.155204027891159e-05,6.565952207893133e-05,6.569200195372105e-05,6.51325099170208e-05,6.431643851101398e-05,6.308616138994694e-05,6.13912707194686e-05,5.352997686713934e-05,0.04809480160474777,0.3811987042427063,0.5838084816932678,3.298548698425293,9.543670684099197,107.54510498046875,97.64057159423828,95.04879778623581,91.964111328125,90.0277099609375,84.39483642578125,87.02146911621094,84.67312622070312,86.36641693115234,90.95840454101562,92.3451919555664,95.42027282714844,96.58588409423828,95.1796875,91.55580139160156,85.38414001464844,305126.65234375,260331.62890625,234919.23828125,203446.658203125,183520.06640625,163323.447265625,140302.6484375,122437.001953125,107624.56640625,94974.85546875,74021.7080078125,56977.6552734375,42613.9482421875,30115.521484375,19026.587890625,13918.1787109375,9059.0947265625,6714.75390625,4423.35546875,2181.302734375,-16.792236328125,230.7269401550293,218.47097778320312,218.02178573608398,208.68362426757812,204.35901260375977,191.26862716674805,207.85728073120117,224.91516876220703,237.10380172729492,246.2755241394043,260.4187660217285,270.36094665527344,276.9205780029297,284.5512466430664,289.83887481689453,292.1944885253906,294.4361114501953,295.53173828125,296.6984405517578,298.10987854003906,299.79236602783203,-0.00529441237449646,-0.0013339221477508545,-0.009809106588363647,0.0049506425857543945,-0.0023781657218933105,-0.021829545497894287,-0.14298057556152344,-0.25467634201049805,-0.26189184188842773,-0.25174808502197266,-0.2427387237548828,-0.22934722900390625,-0.21580123901367188,-0.1884174346923828,-0.1045074462890625,-0.08175945281982422,-0.04561328887939453,-0.023285388946533203
1,8.543604053556919e-06,6.004804163239896e-06,-1.5952391549944878e-06,-1.517636701464653e-05,-6.848655175417662e-06,-4.89846570417285e-06,2.162123564630747e-06,1.7515849322080612e-06,3.5568373277783394e-06,-5.301553755998611e-07,-6.853369995951653e-07,-4.100496880710125e-06,-5.566747859120369e-06,1.6669611795805395e-05,-5.588008207269013e-06,-1.5713711036369205e-05,-1.2458898709155619e-05,-1.1694937711581588e-06,-1.6296457033604383e-05,-2.3332773707807064e-05,-1.084781251847744e-05,4.168599843978882e-06,1.590792089700699e-05,3.382551949471235e-05,4.85909404233098e-05,4.893116420134902e-05,6.208755075931549e-05,6.922450847923756e-05,6.844906602054834e-05,6.506126374006271e-05,6.184261292219162e-05,6.228103302419186e-05,6.072793621569872e-05,5.229644011706114e-05,0.06978242099285126,0.37189042568206787,0.5928432941436768,2.930678367614746,10.896767616271973,102.95706176757812,96.47833251953125,93.3586196899414,92.17500305175781,88.0118637084961,79.0814054608345,85.03527069091797,81.35888670384884,81.65570068359375,89.40170288085938,91.42493438720703,94.71452331542969,95.99435424804688,94.3262710571289,90.58966064453125,84.73715209960938,304987.2734375,260319.08203125,234903.21875,203409.208984375,183537.16796875,163330.794921875,140306.66015625,122437.67578125,107632.615234375,94966.521484375,73971.9365234375,56903.1796875,42518.275390625,30014.1240234375,18914.7578125,13801.51171875,8937.63720703125,6590.74072265625,4297.0537109375,2052.724853515625,-144.5244140625,227.20570373535156,218.69169998168945,217.84247970581055,209.5525131225586,203.48324966430664,191.28625106811523,207.9638442993164,224.86797714233398,237.1557846069336,246.65706253051758,260.9019317626953,270.6930923461914,277.24208068847656,284.812744140625,290.11097717285156,292.46488189697266,294.7162399291992,295.790283203125,296.9529037475586,298.43505096435547,300.05187225341797,-0.0015577375888824463,-0.004025548696517944,0.00019365549087524414,0.00046509504318237305,-0.016803324222564697,0.00428539514541626,-0.10825991630554199,-0.17450666427612305,-0.12256050109863281,-0.06402826309204102,-0.00748443603515625,0.00447845458984375,-0.009115219116210938,-0.044486045837402344,-0.05383491516113281,-0.04126405715942383,-0.01798248291015625,-0.005340099334716797
2,-6.002839654684067e-06,6.8247318267822266e-06,1.5172816347330809e-05,4.019646439701319e-06,3.130990080535412e-06,1.867010723799467e-06,4.4166226871311665e-06,-9.489012882113457e-07,-6.861286237835884e-06,-8.47713090479374e-06,-9.146402589976788e-06,-1.3787997886538506e-05,-1.228076871484518e-05,1.1857322533614933e-05,-1.1289783287793398e-05,-9.265539119951427e-06,-1.013881410472095e-05,-1.99850182980299e-06,-1.7842015950009227e-05,-2.162548480555415e-05,3.4425174817442894e-06,1.1460622772574425e-05,1.965148840099573e-05,2.9632938094437122e-05,4.6983594074845314e-05,4.9645197577774525e-05,5.9259356930851936e-05,7.046631071716547e-05,7.095606997609138e-05,6.783695425838232e-05,6.409105844795704e-05,6.149802356958389e-05,6.302597466856241e-05,5.322333890944719e-05,0.07085107207240071,0.36384910345077515,0.5810124278068542,2.4853179454803467,12.309900283813477,94.56550598144531,98.6619873046875,92.25910949707031,96.22197724878788,89.50841569900513,86.94051361083984,91.12425231933594,81.33763885498047,86.1845474243164,93.07034301757812,93.53392028808594,95.80632019042969,97.56889343261719,96.48915100097656,91.32543182373047,86.1417465209961,305072.19140625,260395.38671875,235053.28125,203489.443359375,183608.5390625,163366.140625,140315.515625,122482.130859375,107699.90625,95035.4453125,74034.1083984375,56960.58203125,42583.5244140625,30093.9814453125,19016.544921875,13910.443359375,9051.45263671875,6706.57177734375,4414.7099609375,2172.24755859375,-25.570556640625,227.0091438293457,218.86741638183594,218.05822372436523,210.8243865966797,202.76351928710938,192.53890228271484,207.73573684692383,224.3387107849121,237.02769088745117,246.72051620483398,261.01934814453125,270.6082534790039,277.09180450439453,284.2135314941406,289.62015533447266,292.1213912963867,294.47898864746094,295.57310485839844,296.66617584228516,298.16089630126953,299.7996368408203,-0.0009355545043945312,-0.0011079907417297363,-0.009736359119415283,0.0030330419540405273,-0.0030646920204162598,0.008149802684783936,-0.0811769962310791,-0.2023627758026123,-0.24054336547851562,-0.25737857818603516,-0.26180171966552734,-0.3157320022583008,-0.3477792739868164,-0.30390453338623047,-0.18187332153320312,-0.09992170333862305,-0.029420852661132812,0.0018510818481445312
3,1.6012490959838033e-06,9.898445568978786e-06,1.9914819858968258e-05,7.524271495640278e-06,2.2455351427197456e-06,-2.1230080164968967e-06,-6.858259439468384e-06,-4.608882591128349e-06,-3.5294797271490097e-06,-8.266652002930641e-07,-2.323300577700138e-06,-6.887945346534252e-06,-8.555478416383266e-06,1.540679659228772e-05,-1.447823888156563e-05,-7.144233677536249e-06,-7.531052688136697e-06,7.886847015470266e-07,-1.6882375348359346e-05,-1.9464991055428982e-05,-2.4263281375169754e-06,7.464666850864887e-06,1.9177328795194626e-05,3.3619930036365986e-05,5.116639658808708e-05,5.472695920616388e-05,6.467849016189575e-05,7.285550236701965e-05,7.240416016429663e-05,7.148226723074913e-05,7.096154149621725e-05,6.88823638483882e-05,6.41682418063283e-05,5.564885213971138e-05,0.0631975457072258,0.26629966497421265,0.6807836294174194,2.6861720085144043,12.917101994156837,99.91580200195312,97.17105862498283,93.09371182322502,93.36750793457031,88.62419891357422,90.19438934326172,94.40000915527344,80.78921508789062,81.98507690429688,91.53575897216797,93.18501281738281,96.32549285888672,97.64042663574219,96.7928466796875,95.1089096069336,88.4031753540039,305169.171875,260366.62109375,235001.875,203563.154296875,183715.75390625,163422.263671875,140389.4765625,122563.7421875,107771.85546875,95100.111328125,74109.5244140625,57037.7490234375,42650.03125,30149.9921875,19063.90576171875,13956.91943359375,9099.283203125,6755.9013671875,4465.7275390625,2225.901611328125,29.1474609375,228.0312156677246,221.3819694519043,216.8011932373047,210.1953125,202.4671974182129,192.7286033630371,207.49239349365234,224.37614822387695,237.2967071533203,246.77300643920898,260.7902183532715,270.7413673400879,277.4431838989258,284.5462646484375,289.7582702636719,292.1134948730469,294.32293701171875,295.4157180786133,296.4120101928711,297.76561737060547,299.6236801147461,0.0008259415626525879,0.008794605731964111,0.0016413629055023193,0.0008137822151184082,-0.015277266502380371,0.009471237659454346,-0.06922245025634766,-0.18895530700683594,-0.25467634201049805,-0.2751731872558594,-0.2574481964111328,-0.22641563415527344,-0.1669607162475586,-0.12124347686767578,-0.09871864318847656,-0.06640863418579102,-0.026424407958984375,-0.004195213317871094
4,-3.7737045204266906e-06,-3.3908290788531303e-06,1.3973680324852467e-05,4.4853659346699715e-06,6.241025403141975e-06,-5.465117283165455e-07,-1.813459675759077e-06,-1.276843249797821e-06,-8.074566721916199e-07,-3.739958629012108e-06,-5.684094503521919e-06,-7.162685506045818e-06,-8.752685971558094e-06,1.3279932318255305e-05,-1.3051540008746088e-05,-9.706796845421195e-06,-7.163092959672213e-06,-1.6014964785426855e-06,-1.642282586544752e-05,-2.264307113364339e-05,-7.561815436929464e-06,1.1987052857875824e-05,2.5068526156246662e-05,3.836152609437704e-05,5.6014396250247955e-05,5.7575060054659843e-05,6.134749855846167e-05,7.044710218906403e-05,7.25471181795001e-05,7.282430306077003e-05,7.082137744873762e-05,6.773136556148529e-05,6.365950684994459e-05,5.564163438975811e-05,0.05672432482242584,0.2663051187992096,0.6814342737197876,2.786289693787694,14.973200503736734,100.93938541412354,97.76008605957031,92.76477813720703,94.09035511314869,90.01880645751953,87.41024780273438,92.07769012451172,81.67700958251953,80.6597900390625,90.3877182006836,92.95001983642578,95.35162353515625,96.97817993164062,95.97145080566406,94.04132843017578,87.59194946289062,304864.26171875,260187.7109375,234766.54296875,203320.388671875,183505.939453125,163262.380859375,140248.873046875,122450.818359375,107684.58984375,95024.859375,74026.19140625,56939.6572265625,42539.8916015625,30034.693359375,18940.37451171875,13830.833984375,8971.4345703125,6627.19384765625,4336.7412109375,2096.199462890625,-99.06884765625,228.98347091674805,221.3545265197754,216.77717971801758,209.97414016723633,201.640869140625,192.86321640014648,207.16355895996094,224.01214218139648,236.8818817138672,246.66761779785156,261.0555725097656,270.95088958740234,277.61534881591797,284.72715759277344,289.9507751464844,292.22784423828125,294.44474029541016,295.4895553588867,296.51072692871094,297.9303207397461,299.59568786621094,0.00285300612449646,-0.00023514032363891602,-0.0018928945064544678,0.003408581018447876,-0.01543283462524414,0.005446076393127441,-0.03118729591369629,-0.11236786842346191,-0.15253543853759766,-0.18021821975708008,-0.20003986358642578,-0.19689464569091797,-0.17827701568603516,-0.16646671295166016,-0.12434673309326172,-0.07811355590820312,-0.04034137725830078,-0.019605159759521484
5,9.07937646843493e-07,3.32988565787673e-06,1.992040779441595e-05,2.216850407421589e-05,1.5445344615727663e-05,-9.383074939250946e-07,-2.425629645586014e-06,-2.573244273662567e-06,-2.128654159605503e-06,-6.1872415244579315e-06,-1.0047690011560917e-05,-1.754332333803177e-05,-1.953716855496168e-05,1.7464233678765595e-05,-1.3730415957979858e-05,-1.2245800462551415e-05,-1.1146068572998047e-05,-4.867048119194806e-06,-1.8290302250534296e-05,-1.9127910491079092e-05,-6.777932867407799e-06,1.5938596334308386e-05,2.4854321964085102e-05,4.1244435124099255e-05,5.730136763304472e-05,6.0931663028895855e-05,6.00933562964201e-05,7.138866931200027e-05,7.621850818395615e-05,7.791793905198574e-05,7.618404924869537e-05,7.224339060485363e-05,6.63375249132514e-05,5.751627031713724e-05,0.05234934063628316,0.2817167043685913,0.763360321521759,2.907422775402665,16.0363826751709,104.72350347042084,98.62373352050781,97.06941223144531,91.59933471679688,88.70148468017578,84.52510043978691,93.5721664428711,84.48004913330078,81.07003021240234,93.0813980102539,95.2811508178711,96.36148834228516,96.58399200439453,95.34774780273438,94.34709167480469,88.31189727783203,304640.5,259898.9921875,234552.984375,203130.15625,183322.494140625,163139.08203125,140143.587890625,122361.033203125,107606.44921875,94940.775390625,73927.498046875,56842.662109375,42446.75,29941.3544921875,18851.91162109375,13745.53076171875,8888.4375,6544.90625,4254.9912109375,2014.8125,-178.183349609375,229.66400146484375,220.8944091796875,215.93893814086914,209.7413215637207,201.20020294189453,192.37523651123047,207.18465423583984,223.68379592895508,236.88498306274414,246.88253021240234,261.1922950744629,270.851749420166,277.62425994873047,284.6661682128906,289.7295837402344,292.0347366333008,294.33106231689453,295.4457321166992,296.4664764404297,297.91497802734375,299.53980255126953,-0.0010035783052444458,0.00102919340133667,-0.003446608781814575,0.008505046367645264,-0.016728460788726807,0.00413203239440918,-0.042490482330322266,-0.15341567993164062,-0.25627899169921875,-0.35137271881103516,-0.39487743377685547,-0.3914222717285156,-0.36614990234375,-0.33999061584472656,-0.26428985595703125,-0.1608285903930664,-0.06505537033081055,-0.01869487762451172
6,-3.464592737145722e-06,2.537097316235304e-06,1.949298894032836e-05,1.0434770956635475e-05,-1.0025687515735626e-06,-1.7514685168862343e-07,2.548331394791603e-07,-3.991648554801941e-06,-8.072354830801487e-06,-1.5549594536423683e-06,8.816132321953773e-07,-6.566988304257393e-06,-1.398933818563819e-05,2.014120400417596e-05,-1.3164200936444104e-05,-1.28505052998662e-05,-1.2618998880498111e-05,-2.9978982638567686e-06,-2.312485594302416e-05,-1.597846858203411e-05,-4.211964551359415e-06,1.826521474868059e-05,2.4315202608704567e-05,4.067085683345795e-05,6.131822010502219e-05,6.86377752572298e-05,7.599836681038141e-05,7.959641516208649e-05,8.261704351752996e-05,8.443079423159361e-05,8.25368333607912e-05,7.741001900285482e-05,6.982800550758839e-05,5.9733050875365734e-05,0.05789937824010849,0.27582085132598877,0.8101656436920166,2.2979359845630825,16.05616334080696,93.0536880493164,99.15458679199219,96.11934661865234,81.35652164369822,81.63328655064106,81.35319519042969,92.721435546875,88.2234115600586,80.82319641113281,90.03684997558594,92.91834259033203,94.0514907836914,94.11969757080078,93.64173889160156,92.95875549316406,86.92994689941406,304839.4140625,260117.39453125,234747.12109375,203280.583984375,183445.751953125,163286.3046875,140279.037109375,122480.30859375,107712.322265625,95027.783203125,73976.990234375,56890.2265625,42511.5234375,30016.1796875,18927.13525390625,13821.09521484375,8964.8369140625,6621.57080078125,4331.43017578125,2090.78466796875,-105.044189453125,228.70734786987305,221.07753372192383,215.47610092163086,211.40908813476562,201.04740524291992,193.00637817382812,207.3134765625,223.90313339233398,237.17621231079102,247.3209457397461,261.5359878540039,270.68634033203125,277.14163970947266,284.61608123779297,289.7878723144531,292.0706253051758,294.3476104736328,295.4975891113281,296.5431137084961,298.0403289794922,299.70213317871094,-0.0020184963941574097,0.0011350810527801514,0.0018080174922943115,0.009464114904403687,-0.012773096561431885,0.006444334983825684,-0.0906674861907959,-0.19525766372680664,-0.26355504989624023,-0.2877521514892578,-0.2297964096069336,-0.24918365478515625,-0.22745990753173828,-0.16529369354248047,-0.11171722412109375,-0.10205602645874023,-0.04489469528198242,-0.00990438461303711
7,-1.595618959981948e-05,-1.014326699078083e-05,1.2757955119013786e-05,3.6825076676905155e-06,2.903980202972889e-07,-3.4138793125748634e-06,1.077831257134676e-06,-5.8711739256978035e-06,1.6987323760986328e-06,-1.271720975637436e-06,-1.660780981183052e-06,-1.0529998689889908e-05,-1.819012686610222e-05,1.7739293980412185e-05,-1.0177624062635005e-05,-1.3174896594136953e-05,-1.2279939255677164e-05,-3.4943659557029605e-06,-2.3801170755177736e-05,-1.3639568351209164e-05,1.1867261491715908e-05,2.1225190721452236e-05,2.5242683477699757e-05,4.6218978241086006e-05,6.430677603930235e-05,7.51101179048419e-05,8.069374598562717e-05,8.191971573978662e-05,8.336047176271677e-05,8.759158663451672e-05,8.831068407744169e-05,8.520507253706455e-05,7.883901707828045e-05,6.697629578411579e-05,0.06277552992105484,0.2883661389350891,0.7524906396865845,1.8102333545684814,16.4365177154541,95.94347387552261,100.4617919921875,97.42153930664062,73.70831151306629,78.04078549146652,79.84062194824219,90.17618560791016,87.95510864257812,82.57850646972656,89.57310485839844,91.5147705078125,93.95105743408203,94.45542907714844,94.77564239501953,91.56446075439453,85.6256103515625,304866.08984375,260302.55859375,234899.515625,203338.6171875,183452.119140625,163366.6015625,140382.13671875,122548.259765625,107763.189453125,95081.0859375,74037.5703125,56942.31640625,42559.7666015625,30064.8173828125,18973.48193359375,13863.5322265625,9003.88525390625,6659.32421875,4367.63525390625,2124.728759765625,-74.172119140625,228.14614486694336,220.6542854309082,216.04915618896484,213.2497444152832,200.91614532470703,192.7264747619629,207.53973770141602,224.4264030456543,237.1727752685547,247.2185821533203,261.5519256591797,270.7348442077637,277.2572326660156,284.51290130615234,289.97547149658203,292.2768020629883,294.49327850341797,295.63248443603516,296.70298767089844,298.3617172241211,300.0351104736328,0.002177208662033081,-0.006426960229873657,-0.0014743208885192871,0.011407703161239624,-0.010889500379562378,-0.009295940399169922,-0.12378859519958496,-0.21221399307250977,-0.2436051368713379,-0.2571907043457031,-0.2223806381225586,-0.2188405990600586,-0.18639850616455078,-0.17205333709716797,-0.16582584381103516,-0.13315582275390625,-0.05504894256591797,-0.008822917938232422
8,-2.0340681658126414e-05,-5.858426447957754e-06,1.1272262781858444e-05,1.8200371414422989e-06,3.690540324896574e-06,3.486289642751217e-06,-1.6515259630978107e-06,-2.2493768483400345e-06,-7.440219633281231e-06,-9.188894182443619e-06,-3.3855903893709183e-06,-3.930297680199146e-06,-9.163341019302607e-06,1.726995105855167e-05,-9.235096513293684e-06,-1.567909203004092e-05,-1.0372750693932176e-05,-2.5151966838166118e-06,-2.090740599669516e-05,-9.294773917645216e-06,1.2290722224861383e-05,1.989136217162013e-05,2.5237910449504852e-05,3.9064325392246246e-05,5.883572157472372e-05,7.307040505111217e-05,8.115184027701616e-05,8.889450691640377e-05,8.724967483431101e-05,9.003432933241129e-05,8.93990509212017e-05,8.6746527813375e-05,8.077232632786036e-05,6.898643914610147e-05,0.04933393746614456,0.27113771438598633,0.8130137324333191,1.8503645909950137,16.869881123304367,104.56528502702713,97.97831726074219,93.92121125757694,71.46540069580078,79.75366973876953,82.12181854248047,92.47180938720703,87.50788879394531,80.88617706298828,88.94477844238281,91.76810455322266,93.68763732910156,94.66571807861328,94.98722839355469,93.15679168701172,87.31982421875,304775.01171875,260137.50390625,234723.0546875,203249.451171875,183382.630859375,163368.525390625,140367.728515625,122490.81640625,107676.86328125,94990.642578125,73941.9248046875,56827.3935546875,42440.826171875,29941.5185546875,18849.1162109375,13737.36376953125,8875.78759765625,6530.06640625,4237.8935546875,1994.779296875,-200.760498046875,230.22016143798828,221.10142135620117,215.44135284423828,212.96826553344727,200.81838989257812,192.23759841918945,207.93547821044922,225.09942626953125,237.38574600219727,247.1966094970703,261.70338439941406,270.9927558898926,277.1786193847656,284.6180419921875,290.03187561035156,292.37964630126953,294.61023712158203,295.73558044433594,296.73827362060547,298.3179016113281,299.95123291015625,-0.0008184909820556641,0.00013697147369384766,0.002376466989517212,-0.0007798373699188232,-0.00823897123336792,-0.007700085639953613,-0.12145662307739258,-0.20835494995117188,-0.21584177017211914,-0.23844051361083984,-0.27408409118652344,-0.28949642181396484,-0.2575721740722656,-0.21512985229492188,-0.09322357177734375,-0.08330345153808594,-0.04459714889526367,-0.02349567413330078
9,-2.3995948140509427e-05,6.488757207989693e-06,7.639173418283463e-07,-3.1800009310245514e-06,3.2066600397229195e-06,-1.4648539945483208e-06,-9.984592907130718e-06,1.7784768715500832e-06,-1.5617115423083305e-06,-2.835877239704132e-06,-3.150664269924164e-06,-7.398193702101707e-07,-8.322298526763916e-06,2.2458756575360894e-05,-1.1289710528217256e-05,-1.741384039632976e-05,-1.3337412383407354e-06,-3.3364194678142667e-06,-2.488159225322306e-05,-4.285830073058605e-06,9.482493624091148e-06,1.9999337382614613e-05,1.8378370441496372e-05,3.109639510512352e-05,5.84073131904006e-05,6.96313800290227e-05,8.37279949337244e-05,8.852116297930479e-05,8.810951840132475e-05,8.70006624609232e-05,8.708331733942032e-05,8.548307232558727e-05,7.978593930602074e-05,6.869831122457981e-05,0.045511301621445455,0.305655300617218,0.7321112749632448,1.8349699974060059,15.95624789223075,110.77560424804688,97.22509002685547,90.31955681741238,73.64042817056179,76.69596099853516,82.83344988524914,91.57526397705078,83.65058898925781,79.49036407470703,85.7827377319336,89.14321899414062,91.84016418457031,93.34758758544922,93.77879333496094,92.45276641845703,86.65478515625,304752.328125,260218.25390625,234749.12890625,203329.19140625,183386.09765625,163402.162109375,140387.451171875,122476.564453125,107652.548828125,94964.998046875,73919.2802734375,56800.0576171875,42397.1318359375,29887.619140625,18788.5576171875,13672.27490234375,8805.63232421875,6457.75439453125,4163.55615234375,1918.843505859375,-276.334716796875,230.8750457763672,220.2139892578125,216.27748107910156,212.93720626831055,201.1935272216797,191.01576232910156,208.37445831298828,225.34889602661133,237.43889999389648,247.19428634643555,261.68385314941406,271.17397689819336,277.54976654052734,284.7734832763672,290.30309295654297,292.6978302001953,294.90572357177734,295.974609375,296.96617126464844,298.54541778564453,300.1589050292969,0.001352563500404358,-0.002074897289276123,0.0017001032829284668,-0.0025322437286376953,0.0012440681457519531,-0.00893336534500122,-0.12011981010437012,-0.18661880493164062,-0.1600351333618164,-0.16909503936767578,-0.18424510955810547,-0.12145709991455078,-0.07167434692382812,-0.09005928039550781,-0.04201984405517578,-0.03805732727050781,-0.015175342559814453,0.0030317306518554688
