,mn_mslp,conv_rrate,ls_rrate,mn_conv_prate,mn_ls_prate,mn_tot_prate,sst
0,100664.845703125,0.00026551494374871254,0.00013256492093205452,0.000361856771633029,0.0001378464512526989,0.000499701127409935,302.0841979980469
1,100556.884765625,9.961333125829697e-05,0.0001202593557536602,0.00013279449194669724,0.00014376919716596603,0.0002765702083706856,302.105224609375
2,100476.1826171875,0.00022876262664794922,0.00010844273492693901,0.0002080786507576704,0.00010993564501404762,0.0003180108033120632,302.12121963500977
3,100467.6201171875,0.00024568382650613785,0.00010453769937157631,0.0002153804525732994,0.00012171734124422073,0.0003371071070432663,302.13766860961914
4,100545.8935546875,0.00017048977315425873,0.00014202576130628586,0.0002202631440013647,0.0001398269087076187,0.00036008842289447784,302.1507759094238
5,100550.9619140625,0.00022532930597662926,0.00015535252168774605,0.00024875346571207047,0.0001516188494861126,0.0004003816284239292,302.1507759094238
6,100482.1552734375,0.00015812227502465248,0.0001569506712257862,0.00016270787455141544,0.00015761703252792358,0.0003203190863132477,302.1785087585449
7,100496.1220703125,0.00021564867347478867,0.0001657339744269848,0.00022635678760707378,0.0001577148213982582,0.00038407929241657257,302.1595458984375
8,100643.7685546875,0.0002667284570634365,8.042342960834503e-05,0.00024582725018262863,8.82977619767189e-05,0.00033414270728826523,302.1859474182129
9,100603.56640625,0.0002905973233282566,3.8125552237033844e-05,0.0003150647971779108,4.290090873837471e-05,0.00035797059535980225,302.21570587158203
10,100546.9150390625,0.00019877590239048004,3.637559711933136e-05,0.00018714787438511848,3.621308133006096e-05,0.00022337166592478752,302.1987648010254
11,100530.4189453125,0.00021153129637241364,2.950383350253105e-05,0.00022778473794460297,2.834852784872055e-05,0.0002561314031481743,302.2305717468262
12,100678.6279296875,0.00012970715761184692,2.3031607270240784e-05,0.00011985772289335728,2.54032202064991e-05,0.00014525838196277618,302.26453399658203
13,100673.0322265625,0.00021027075126767159,4.0522776544094086e-05,0.0001501424703747034,3.711646422743797e-05,0.00018724985420703888,302.2788543701172
14,100548.0771484375,0.0003202357329428196,5.396641790866852e-05,0.0003486364148557186,3.47294844686985e-05,0.0003833649680018425,302.3163185119629
15,100507.8876953125,0.00011671427637338638,0.0001491764560341835,8.973432704806328e-05,0.0001256987452507019,0.00021544843912124634,302.35467481237697
16,100565.39453125,0.00020007649436593056,0.00019010435789823532,0.00014424719847738743,0.00015846453607082367,0.0003027338534593582,302.3962867373512
17,100612.3720703125,0.00037709856405854225,8.820183575153351e-05,0.00037426850758492947,0.00010957568883895874,0.0004838407039642334,302.439201233879
18,100534.4814453125,0.00038567837327718735,0.0001042606309056282,0.0004447887185961008,0.00010277098044753075,0.0005475599318742752,302.45809507561495
19,100495.3310546875,0.00016939779743552208,0.00021385308355093002,0.0002458884846419096,0.00022850045934319496,0.00047440361231565475,302.493805179751
20,100604.587890625,0.0003775288350880146,0.0001813191920518875,0.00034073530696332455,0.0001951032318174839,0.000535828061401844,302.5353441277649
21,100676.58984375,0.00044696545228362083,0.00013713911175727844,0.0004595201462507248,0.0001402352936565876,0.0005997465923428535,302.5737284171481
22,100527.900390625,0.0003680391237139702,0.0001868652179837227,0.00041571585461497307,0.00014996947720646858,0.0005656816065311432,302.59895658697695
23,100487.2822265625,0.00021616602316498756,0.0004420848563313484,0.00019060890190303326,0.0003723246045410633,0.0005629337392747402,302.61632486979164
24,100559.703125,0.00019878055900335312,0.0003128163516521454,0.00020345929078757763,0.00030879629775881767,0.0005122623406350613,302.5557415858264
25,100546.8330078125,0.0001618238165974617,0.00042402371764183044,0.00017037591896951199,0.0004215976223349571,0.000591975636780262,302.5548565204327
26,100425.0595703125,0.000328604131937027,0.0004900959320366383,0.0002860589884221554,0.00047983601689338684,0.0007659136317670345,302.54333948206016
27,100382.64453125,0.0002728183753788471,0.0004890449345111847,0.0003218976780772209,0.0004751766100525856,0.0007970770820975304,302.4830386513158
28,100496.6025390625,0.00012399908155202866,0.00031221844255924225,0.0001627090387046337,0.00030403677374124527,0.00046674394980072975,302.37403003589526
29,100521.720703125,0.0001535024493932724,0.0002130158245563507,0.00013574049808084965,0.00025998661294579506,0.00039573386311531067,302.2855785472973
30,100372.9697265625,0.00020990101620554924,0.0002064271830022335,0.00021202489733695984,0.00021919887512922287,0.00043122516945004463,302.28220825195314
31,100262.4931640625,0.00033262185752391815,0.00019044987857341766,0.00039798556827008724,0.00016940012574195862,0.000567394308745861,302.297900390625
32,100303.5263671875,0.00026752520352602005,0.00030833249911665916,0.00026402948424220085,0.0002914518117904663,0.0005554817616939545,302.30288526019314
33,100262.58203125,0.0003720652312040329,0.00033345166593790054,0.0003755255602300167,0.000332618597894907,0.0007081469520926476,302.3130719310259
