,mslp
0,100523.625
1,100710.4375
2,100749.25
3,100587.8125
4,100509.5625
5,100615.75
6,100683.0625
7,100447.5625
8,100348.875
9,100550.1875
10,100554.75
11,100447.0625
12,100331.625
13,100412.5625
14,100465.375
15,100225.375
16,100084.375
17,100142.5625
18,100173.6875
19,100043.125
20,99870.75
21,99907.5
22,99916.375
23,99636.75
24,99450.875
25,99457.0
26,99483.4375
27,99349.9375
28,99164.4375
29,99171.75
30,99090.8125
31,98882.625
32,98696.5625
33,98770.0625
34,98873.4375
35,98759.8125
36,98581.1875
37,98594.8125
38,98191.4375
39,98103.6875
40,97949.875
41,98032.0625
42,98017.0625
43,97806.0
44,97575.9375
45,97497.5625
46,97431.375
47,97167.5625
48,96894.3125
49,96876.4375
50,96637.5
51,96543.625
52,96445.375
53,96558.0625
54,96013.3125
55,95970.5
56,95608.1875
57,95457.6875
58,96119.5625
59,95871.0
60,95694.875
61,95714.75
62,95602.5
63,95640.4375
64,95581.25
65,95583.5
66,95775.1875
67,95819.3125
68,95954.5625
69,96011.1875
70,95894.875
71,95631.5
72,95628.4375
73,95669.0
74,96093.0625
75,96158.875
76,96160.5
77,96188.8125
78,96261.4375
79,96462.125
80,96765.0625
81,97412.5625
82,98448.25
83,98728.125
84,98934.1875
85,99267.5625
86,99375.9375
87,99275.125
88,99258.9375
89,99281.8125
90,99108.8125
91,98986.5625
92,98811.1875
93,98813.0
94,98876.375
95,98857.0625
96,98902.0625
97,98925.875
98,99125.4375
99,99071.375
100,99009.4375
101,98772.0
102,98566.8125
