,wind10
0,13.01596450805664
1,13.65261173248291
2,13.667448043823242
3,13.175993919372559
4,13.012466430664062
5,14.288812637329102
6,15.044639587402344
7,16.29113006591797
8,17.415319442749023
9,17.109512329101562
10,16.915607452392578
11,16.657724380493164
12,17.721059799194336
13,16.779489517211914
14,18.428966522216797
15,17.98340606689453
16,19.549312591552734
17,19.50415802001953
18,18.45958709716797
19,18.087848663330078
20,20.733360290527344
21,20.349353790283203
22,20.049081802368164
23,20.571035385131836
24,19.92223358154297
25,19.13654136657715
26,19.241329193115234
27,19.169326782226562
28,20.56362533569336
29,20.236906051635742
30,19.180204391479492
31,18.505027770996094
32,19.842666625976562
33,21.08850860595703
34,20.679794311523438
35,20.31829071044922
36,21.57857322692871
37,21.401853561401367
38,21.2822322845459
39,22.084136962890625
40,21.31643295288086
41,21.878204345703125
42,22.237804412841797
43,22.424684524536133
44,21.2272891998291
45,24.46317481994629
46,25.270532608032227
47,24.56443977355957
48,23.143993377685547
49,21.08407974243164
50,20.716821670532227
51,19.017253875732422
52,17.82227325439453
53,17.907085418701172
54,17.44613265991211
55,16.717010498046875
56,15.68505573272705
57,14.321423530578613
58,13.952399253845215
