,wind10
0,9.691878318786621
1,10.817167282104492
2,11.020807266235352
3,11.470080375671387
4,11.118486404418945
5,11.352045059204102
6,14.114828109741211
7,12.742016792297363
8,12.863768577575684
9,12.88884449005127
10,14.824668884277344
11,14.223435401916504
12,13.312056541442871
13,13.674910545349121
14,13.093091011047363
15,14.423455238342285
16,13.766754150390625
17,13.99584674835205
18,14.478776931762695
19,14.564961433410645
20,16.871021270751953
21,17.176156997680664
22,16.202777862548828
23,17.324203491210938
24,17.8455753326416
25,17.024065017700195
26,17.27625846862793
27,17.04051399230957
28,17.568702697753906
29,17.583200454711914
30,17.63933563232422
31,17.59536361694336
32,17.87997817993164
33,18.14615249633789
34,17.885770797729492
35,18.404483795166016
36,18.264163970947266
37,18.561704635620117
38,19.662891387939453
39,20.085006713867188
40,18.88953399658203
41,18.07579803466797
42,17.77018928527832
43,18.47460174560547
44,18.4038143157959
45,23.00311279296875
46,24.93682098388672
47,26.98745346069336
48,26.587230682373047
49,24.107357025146484
50,25.117908477783203
51,26.30016326904297
52,30.42559242248535
53,31.111574172973633
54,28.367643356323242
55,30.291702270507812
56,33.86629867553711
57,38.1098518371582
58,34.21736526489258
59,31.6773681640625
60,30.04437255859375
