,mslp
0,100972.5625
1,100895.3125
2,100816.5625
3,100826.25
4,100920.75
5,100831.875
6,100666.3125
7,100715.375
8,100734.8125
9,100657.5625
10,100531.5
11,100600.9375
12,100561.5625
13,100343.6875
14,100145.5
15,100192.25
16,100240.8125
17,100117.0625
18,99870.9375
19,99807.875
20,99944.9375
21,99720.375
22,99463.4375
23,99380.375
24,99433.375
25,99254.75
26,99101.5
27,99079.875
28,99021.875
29,98952.0
30,98715.3125
31,98699.375
32,97924.375
33,97962.0
34,97721.6875
35,97700.8125
36,97632.625
37,97461.8125
38,97212.625
39,97114.6875
40,97321.25
41,97292.1875
42,97000.25
43,97006.75
44,97022.3125
45,96775.1875
46,96401.9375
47,96076.4375
48,96354.75
49,96557.75
50,96433.125
51,96532.875
52,97392.9375
53,97969.1875
54,98192.125
55,98381.3125
56,98805.1875
57,99197.75
58,99240.75
59,99306.9375
60,99681.75
61,99918.6875
62,99809.8125
63,99767.4375
64,99888.875
65,100144.0
66,100035.375
