,mslp
0,100292.5625
1,100406.8125
2,100500.625
3,100247.8125
4,100211.125
5,100326.0
6,100362.0625
7,100222.0625
8,100134.3125
9,100258.75
10,100305.0
11,100056.5625
12,99999.875
13,100079.25
14,100164.8125
15,100029.6875
16,99877.5
17,99874.0625
18,99912.0
19,99708.4375
20,99595.5
21,99636.6875
22,99669.375
23,99616.25
24,99457.625
25,99476.625
26,99639.1875
27,99565.0
28,99354.5
29,99401.8125
30,99321.25
31,99060.3125
32,98752.8125
33,98739.9375
34,98582.5625
35,98145.625
36,97734.375
37,97828.0625
38,98214.375
39,99043.3125
40,99156.6875
41,99416.25
42,99967.1875
43,99921.75
44,99632.625
45,99656.3125
46,99858.8125
47,99895.0625
48,99697.25
49,99687.5
50,99847.625
51,99710.6875
52,99650.5
53,99649.5
54,99696.625
55,99639.75
56,99605.0625
57,99549.8125
58,99693.0
59,99561.125
60,99371.8125
61,99905.875
62,100234.875
63,100641.75
64,100543.4375
