,wind10
0,11.128039360046387
1,11.588871002197266
2,10.931117057800293
3,10.638991355895996
4,11.215659141540527
5,11.251121520996094
6,11.45302677154541
7,11.590563774108887
8,11.61392879486084
9,11.781457901000977
10,11.889388084411621
11,11.199010848999023
12,10.429543495178223
13,10.636157035827637
14,11.091729164123535
15,12.545711517333984
16,12.367514610290527
17,11.868419647216797
18,13.325164794921875
19,12.254920959472656
20,11.38012409210205
21,10.987058639526367
22,11.881314277648926
23,13.887234687805176
24,14.63938045501709
25,13.296982765197754
26,13.82812213897705
27,14.587087631225586
28,14.971671104431152
29,14.23820686340332
30,13.734200477600098
31,15.198182106018066
32,15.716715812683105
33,15.289917945861816
34,15.930438041687012
35,15.295790672302246
36,14.438226699829102
37,17.30743408203125
38,16.65169906616211
39,15.84005069732666
40,15.57942008972168
41,17.13019561767578
42,16.29029655456543
43,17.157941818237305
44,18.26061248779297
45,18.195011138916016
46,17.526874542236328
47,18.132402420043945
48,20.061792373657227
49,19.8510799407959
50,20.216140747070312
51,21.647146224975586
52,23.019495010375977
53,26.021961212158203
54,24.085803985595703
55,23.75094985961914
56,24.73604965209961
57,25.568758010864258
58,23.213241577148438
59,22.59732437133789
60,23.61690330505371
61,22.88298797607422
62,22.936620712280273
63,22.864286422729492
64,22.873090744018555
65,22.652496337890625
66,22.350994110107422
67,22.012605667114258
68,21.788806915283203
69,22.845399856567383
70,22.806612014770508
71,23.01100730895996
72,22.50946044921875
73,23.06888198852539
74,22.675716400146484
75,22.697132110595703
76,23.473400115966797
77,23.38103675842285
78,22.916156768798828
79,22.66839027404785
80,23.91206932067871
81,23.019798278808594
82,22.156587600708008
83,22.322593688964844
84,22.733461380004883
85,22.005945205688477
86,21.940351486206055
87,22.351696014404297
88,23.031822204589844
89,22.543188095092773
90,23.288650512695312
91,23.464540481567383
92,22.77686309814453
93,24.307048797607422
94,25.366147994995117
95,24.63369369506836
96,25.10287857055664
97,25.236663818359375
98,25.531166076660156
99,25.935049057006836
100,25.261764526367188
101,23.744600296020508
102,26.23387908935547
103,27.252538681030273
104,24.29884147644043
105,23.091720581054688
106,23.60143280029297
107,24.005483627319336
108,21.634506225585938
109,21.331588745117188
110,19.99237823486328
111,19.65955352783203
112,18.609773635864258
113,20.17401123046875
114,19.617847442626953
115,19.348222732543945
116,18.657573699951172
117,17.475019454956055
118,16.86257553100586
119,17.278095245361328
120,15.59587574005127
121,16.122394561767578
122,15.970881462097168
123,15.366433143615723
124,14.994057655334473
125,14.27692699432373
126,14.423897743225098
127,14.43252182006836
128,14.765942573547363
129,15.112597465515137
130,15.552754402160645
131,15.449565887451172
132,15.546914100646973
133,14.926066398620605
134,14.278775215148926
135,14.362763404846191
136,15.705193519592285
137,15.749506950378418
138,15.203527450561523
139,14.684995651245117
140,15.750316619873047
141,15.565535545349121
142,15.444252014160156
143,15.246162414550781
144,15.00538158416748
