,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,outdiv_50,outdiv_100,outdiv_200,outdiv_250,outdiv_300,outdiv_400,outdiv_500,outdiv_600,outdiv_700,outdiv_800,outdiv_850,outdiv_925,outdiv_1000
0,16.317096582474186,16.317096582474186,16.317096582474186,16.317096582474186,16.317096582474186,16.317096582474186,16.317096582474186,16.317096582474186,16.317096582474186,16.317096582474186,16.317096582474186,16.317096582474186,16.317096582474186,16.317096582474186,16.317096582474186,2.1480411912004152e-06,-7.523235399276018e-06,7.894615797946851e-06,4.211122480531534e-06,3.995489290294548e-06,8.041892821590106e-07,-1.0367482900619507e-06,-1.8468669926126799e-06,-1.1752553594609102e-06,-1.1754843095938365e-06,-6.849605900545915e-07,-1.601180216918389e-06,-2.1926515425244967e-06
1,16.239395769134475,16.239395769134475,16.239395769134475,16.239395769134475,16.239395769134475,16.239395769134475,16.239395769134475,16.239395769134475,16.239395769134475,16.239395769134475,16.239395769134475,16.239395769134475,16.239395769134475,16.239395769134475,16.239395769134475,-6.337650120258331e-07,-6.07402374347051e-06,8.482031989842654e-06,4.700998154779276e-06,3.692886093631387e-06,8.86347455283006e-08,-1.7163188507159552e-06,-2.3829517886042597e-06,-1.4397432096302508e-06,-1.6275211237370967e-06,-1.7762999050319194e-06,-1.5934851641456285e-06,-1.893848335991303e-06
2,16.319283751562175,16.319283751562175,16.319283751562175,16.319283751562175,16.319283751562175,16.319283751562175,16.319283751562175,16.319283751562175,16.319283751562175,16.319283751562175,16.319283751562175,16.319283751562175,16.319283751562175,16.319283751562175,16.319283751562175,-6.431148530474837e-06,-4.358606072938789e-06,1.308589756365139e-05,8.309768180505864e-06,1.4612856958664304e-06,-1.7112752816860112e-06,-3.6918960078870605e-06,-4.491803557051662e-06,-3.449478731548638e-06,-2.996321705738044e-06,-2.15901150773917e-06,-8.765117292334924e-07,-1.440464260048886e-06
3,16.289504445251076,16.289504445251076,16.289504445251076,16.289504445251076,16.289504445251076,16.289504445251076,16.289504445251076,16.289504445251076,16.289504445251076,16.289504445251076,16.289504445251076,16.289504445251076,16.289504445251076,16.289504445251076,16.289504445251076,-5.5640237405896185e-06,-3.1612968693176904e-06,1.2785243855735947e-05,6.829804658536887e-06,5.03131498893102e-07,-2.386618871241808e-06,-3.445078618824482e-06,-4.090360986689727e-06,-3.176795629163583e-06,-2.0299417277177174e-06,-9.044733208914598e-07,4.3346468980113666e-07,-2.2200789923469225e-07
4,16.38248143163104,16.38248143163104,16.38248143163104,16.38248143163104,16.38248143163104,16.38248143163104,16.38248143163104,16.38248143163104,16.38248143163104,16.38248143163104,16.38248143163104,16.38248143163104,16.38248143163104,16.38248143163104,16.38248143163104,-3.88324608508482e-06,-7.281148481603975e-06,1.4020373496029882e-05,5.683750208830499e-06,4.783131209244619e-07,-3.5609302199851426e-06,-3.5419598360897594e-06,-3.4445902541341624e-06,-8.811219691982903e-07,-6.509200897825209e-07,2.431949886543622e-07,1.4308138646154482e-06,1.9252968805212204e-07
5,16.401264634177398,16.401264634177398,16.401264634177398,16.401264634177398,16.401264634177398,16.401264634177398,16.401264634177398,16.401264634177398,16.401264634177398,16.401264634177398,16.401264634177398,16.401264634177398,16.401264634177398,16.401264634177398,16.401264634177398,-4.1308696381747724e-06,-8.26899583141009e-06,1.4149420894682408e-05,6.810436025261879e-06,1.1830629470447698e-06,-3.450623868654172e-06,-5.565207296361526e-06,-3.874069079756737e-06,5.85650559514761e-07,5.741991723577181e-07,4.669923024872939e-07,1.3517371068398158e-06,-2.165053350230058e-07
6,16.790230823039266,16.790230823039266,16.790230823039266,16.790230823039266,16.790230823039266,16.790230823039266,16.790230823039266,16.790230823039266,16.790230823039266,16.790230823039266,16.790230823039266,16.790230823039266,16.790230823039266,16.790230823039266,16.790230823039266,-1.167701711854994e-06,-7.441229632808305e-06,1.4292578603222163e-05,6.738296590158059e-06,2.1782127900736954e-07,-2.4747945893849576e-06,-4.097423226383217e-06,-3.6971979770670292e-06,-4.398963062471374e-07,-1.035719584379948e-07,-6.043587915630262e-07,-9.126265637607496e-07,-2.0874474831389194e-06
7,17.55715671611401,17.55715671611401,17.55715671611401,17.55715671611401,17.55715671611401,17.55715671611401,17.55715671611401,17.55715671611401,17.55715671611401,17.55715671611401,17.55715671611401,17.55715671611401,17.55715671611401,17.55715671611401,17.55715671611401,1.1703633235697924e-06,-3.870891569437328e-06,1.3478962666861311e-05,4.22027644608194e-06,3.701707742397221e-07,-1.6195776860743636e-06,-3.037028424287238e-06,-3.0337987444460143e-06,-2.454237865585509e-07,-6.484401052918177e-07,-7.652215798737103e-07,-1.4608760685099605e-06,-2.0613897730948024e-06
8,17.561104930257155,17.561104930257155,17.561104930257155,17.561104930257155,17.561104930257155,17.561104930257155,17.561104930257155,17.561104930257155,17.561104930257155,17.561104930257155,17.561104930257155,17.561104930257155,17.561104930257155,17.561104930257155,17.561104930257155,4.082043844572736e-06,-2.510935508673122e-06,1.3385827873381342e-05,4.920240464034352e-06,2.2076731122628287e-06,9.959161714399504e-08,-2.7127349478698864e-06,-2.970657199312048e-06,-5.874674597221786e-07,-7.899180518393694e-07,-9.470198040681262e-07,-1.1893897413960137e-06,-1.5127084206372375e-06
9,16.991346235076588,16.991346235076588,16.991346235076588,16.991346235076588,16.991346235076588,16.991346235076588,16.991346235076588,16.991346235076588,16.991346235076588,16.991346235076588,16.991346235076588,16.991346235076588,16.991346235076588,16.991346235076588,16.991346235076588,3.6291196011006834e-06,-1.9772288699944814e-06,1.4273523508260647e-05,4.33657745209833e-06,7.196368339161078e-07,-2.144789323210716e-06,-2.8271305685242015e-06,-2.686291312177976e-06,-3.137198897699515e-07,3.2984341184298196e-09,-1.5960540622472763e-07,-1.486879773437977e-06,-2.2042271060248217e-06
