,mslp
0,100932.625
1,100814.5625
2,100672.875
3,100773.9375
4,100763.4375
5,100626.375
6,100566.1875
7,100668.4375
8,100644.875
9,100496.25
10,100444.9375
11,100497.6875
12,100439.3125
13,100295.4375
14,100062.25
15,100116.5
16,100191.3125
17,100101.6875
18,100054.9375
19,100127.1875
20,100181.4375
21,99966.4375
22,99844.25
23,99792.0
24,99565.5
25,99287.1875
26,99213.625
27,99270.3125
28,98940.875
29,98737.0
30,98603.3125
31,98595.5625
32,98540.125
33,98351.5625
34,98119.3125
35,97964.25
36,97865.0
37,97698.9375
38,97649.5
39,97654.125
40,97664.625
41,97556.75
42,97410.1875
43,97353.625
44,97173.5
45,97315.875
46,97428.5625
47,97585.25
48,97359.1875
49,97481.8125
50,97491.0625
51,97926.6875
52,98684.125
53,98846.3125
54,99025.8125
55,99161.8125
56,99495.625
57,99618.25
58,99655.125
59,99674.625
60,99826.3125
61,99707.4375
62,99637.25
63,99647.75
64,99892.875
65,99931.9375
66,99985.875
67,100090.3125
68,100163.1875
69,100088.5625
70,100005.9375
