,mslp
0,100554.9375
1,100558.75
2,100622.0625
3,100558.4375
4,100357.125
5,100360.875
6,100389.125
7,100296.25
8,100120.0
9,100120.625
10,100160.375
11,100106.125
12,99909.75
13,99862.3125
14,99937.5625
15,99872.25
16,99727.5
17,99698.5
18,99861.9375
19,99916.9375
20,99751.125
21,99767.1875
22,99821.625
23,99754.375
24,99607.6875
25,99540.4375
26,99673.875
27,99565.875
28,99370.8125
29,99329.5625
30,99281.5625
31,99227.9375
32,98965.0
33,98917.8125
34,99025.0
35,99051.0625
36,98877.625
37,98741.6875
38,98905.75
39,98787.1875
40,98510.6875
41,98399.1875
42,98165.5
43,98025.125
44,97824.8125
45,97635.875
46,97349.375
47,97278.4375
48,96939.25
49,96766.625
50,97014.375
51,96941.0
52,97069.625
53,97208.375
54,97615.625
55,97911.75
56,97624.4375
57,97386.8125
58,97595.0625
59,97688.3125
60,97577.5
61,97803.625
62,98268.3125
63,99218.0625
64,99771.6875
65,99946.625
66,100327.5
67,100498.4375
68,100488.625
69,100459.9375
70,100595.1875
71,100741.125
72,100508.625
