,mslp
0,100915.375
1,100719.75
2,100603.6875
3,100675.25
4,100590.5625
5,100417.6875
6,100218.875
7,100312.125
8,100222.625
9,100000.25
10,99948.25
11,100046.625
12,99937.125
13,99821.375
14,99711.5
15,99781.3125
16,99743.8125
17,99620.75
18,99534.0
19,99647.75
20,99481.8125
21,99361.3125
22,99282.0
23,99338.4375
24,99338.5
25,99175.625
26,99013.4375
27,99065.1875
28,98959.625
29,98881.625
30,98754.5625
31,98791.3125
32,98749.3125
33,98659.4375
34,98486.0
35,98526.3125
36,98531.5
37,98347.8125
38,98255.875
39,98215.9375
40,97767.375
41,97549.4375
42,97327.3125
43,97231.8125
44,96978.625
45,96944.75
46,96955.8125
47,97164.125
48,97704.5
49,97762.4375
50,97973.25
51,98172.875
52,98437.75
53,98607.5
54,98825.25
55,99070.25
56,99146.25
57,99220.0
58,99317.9375
59,99483.3125
60,100147.3125
61,100169.8125
62,100231.0
63,100357.625
64,100346.3125
65,100286.5625
66,100200.1875
67,100230.125
68,100095.5
69,100032.4375
70,100091.375
71,100151.1875
72,100121.9375
